millis,armed,flip,roll,pitch,yaw,mfr,fp,gx,gy,gz,spr,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
198005,0,0,0.91,5.62,-3.40,0.00,0,-0.13,-0.13,0.00,0.07,0.84,4.99,-3.33,-0.00000026,1014.00,1014.00,101400,1014.00
198257,0,0,0.91,5.62,-3.40,0.00,0,-0.13,0.13,0.13,0.07,0.84,4.99,-3..33,-0.00000026,1015.00,1015.00,1015.00,1015.00
198938,0,0,0.91,5.62,-3.40,0.00,0,0.13,0.00,-0.06,0.07,0.84,4.99,-33,-0.00000022,1015.00,1015.00,1015.00,1015.00
199192,0,0,0.91,5.62,-3.40,0.000,0,0.19,-0.06,0.00,0.07,0.84,4.99,-3.33,-0.00000020,1015.00,1015.00,1015.00,1015.00
199620,0,0,0.91,5.62,-3.40,0.00,0,0.25,-0.13,-0.06,0.07,0.84,4.99,-3.33,-0.00000019,1015.00,1015.00,1015.00,1015.00
201960,0,0,0.91,5.62,-3.40,0.00,0,0.13,-0.06,0.00,0.07,0.84,4.99,-3.33,-0.00000021,1015.00,1015.00,1015.00,1015.00
202091,0.84,4.99,-3.33,-0.00000024,1014.00,1014.00,1014.00,1014.003,-0.06,0.25,0.07,0.84,4.99,-3.33,-0.00000021,1014.00,1014.00,1014.00,1014.00
202145,0,0,0.91,5.62,-3.40,0.00,0,0.25,-0.19,-0.06,0.07,0.84,4.99,-3.33,-0.00000019,1014.00,1014.00,10140,1014.00
202412,0,0,0.91,5.62,-3.40,0.00,0,0.06,-0.19,-000,0.07,0.84,4.99,-3.33,-0.00000020,1014.00,1014.00,1014.00,1014.00
202840,0,0,0.91,5.62,-3.40,0.00,0,-0.19,-0.13,0.06,0.07,0.84,4.99,-3.33,-0.00000027,11015.00,1015.00,1015.00,1015.00
203761,0,0,0.91,5.62,-3.40,0.00,0,0.06,0.06,-0.06,0.07,0.84,4.99,-3.33,-0.000003,1015.00,1015.00,1015.00,1015.00
204848,0,0.06,0.00,0.00,0.07,0.84,4.99,-3.33,-0.00000022,1014.00,1014.00,1014.00,10.99,-3.33,-0.00000022,1014.00,1014.00,1014.00,1014.00
206992,0,0,0.67,5.63,-3.42,0.00,0,0.00,-0.13,0.00,0.07,0.60,5.00,-3.35,-0.00000013,1014.00,1014.00,1014.00,1014.00
207443,0,0,0.67,5.63,-3.42,0.00,0,0.06,-0.25,0.06,0.07,0.60,5.00,-3.35,-0,1014.00,1014.00,1014.00,1014.00
209048,0,0,0.67,5.63,-3.42,0.00,0,0.19,0.13,0.06,0.07,0.60,5.00,-3.35,-0.00000013,1014.00,1014.14.00,1014.00,1014.00
209972,0,0,0.67,5.63,-3.42,0.00,0,-0.13,0.13,0.06,0.07,0.60,5.00,-3.35,-0.00000019,1014.0,1014.00,1014.00,1014.00
210672,0,0,0.67,5.63,-3.42,0.00,0,-0.13,0.13,0.00,0.07,0.60,5.00,-3.35,-0.00000019,1014.00,101400,1014.00,1014.00
211597,0,0,20.64,5.07,-3.28,0.00,0,-11.75,-0.13,-9.63,0.07,20.57,4.44,-35,-0.00000408,1022.00,1006.00,1006.00,1022.00
212041,0,0,0.15,5.65,-3.44,0.00,0,6.75,0.69,2.06,0.07,0.08,5.02,-3.37,0.00000122,1012.00,1016.00,0,1014.00
212735,0,0,0.38,5.67,-3.45,0.00,0,-3.31,-0.06,-0.37,0.07,0.31,5.04,-3.38,-0.00000070,1,1014.00,1014.00,1014.00
213680,0,0,-0.45,5.67,-3.45,0.00,0,-0.25,0.06,0.00,0.07,-0.0,5.04,-3.39,-0.00000010,1014.00,1014.00,1014.00,1014.00
214570,1,0,0.17,5.68,-3.46,0.00,0,-0.06,0.19,0.00,0.07,0.10,5.05,-3.39,-0.00000004,1014.00,1014.00,1014.00,1014.00
216668,1,0,9.40,5.44,-3.26,154.37,1,-20.31,-2.00,-2.194,80.00,-70.25,5.46,-3.27,0.00001615,1518.00,1582.00,1582.00,1518.00
216869,1,0,9.56,5.46,-3.27,154.37,1,10.13,0.44,-1.37,80.00,-70.44,5.46,-3.27,0.000021334,1509.00,1591.00,1591.00,1509.00
217371,1,0,9.23,5.48,-3.29,15454.37,1,-4.50,0.44,-1.44,80.00,-70.64,5.48,-3.27,0.00001874,1512.00,1588.00,1588.00,1512.00
217563,1,0,9.29,5.46,-3.28,154.37,1,0.25,0.25,-0.75,80.00,-70.71,5.46,-3.28,0.00001963,151112.00,1588.00,1588.00,1512.00
218027,0,0,-0.99,5.72,-3.49,0.00,0,66.44,-2.69,1.37,0.07,-1.06,5.09,-3.42,0.00001250001242,1000.00,1039.00,1039.00,1000.00
218284,0,0,-7.24,5.88,-3.62,0.00,0,-22.87,-2.00,88,0.07,-6.36,5.28,-3.53,-0.00000497,1024.00,1004.00,1004.00,1024.00
220810,0,0,3.00,5.64,-3.54,0.00,0,10.50,0.00,0.13,0.07,2.93,5.02,-3.48,0.00000253,1009.00,1019.00,1019.00,1009.00
221850,0,0,-5.64,5.85,-3.69,0.00,0,12.38,0.50,0.19,0.07,-5.71,5.22,-.62,0.00000271,1009.00,1019.00,1019.00,1009.00
222170,0,0,2.40,5.67,-3.55,0.00,0,-21.62,-0.37,-0.50,0.07,2.66,5.04,-3.49,-0.00000367,1021.00,1007.00,1007.00,1021.00
222623,0,0,-5.58,5.84,-3.68,0.00,0,-2.94,0.00,-0.13,0.07,-5.65,5.21,-3.61,0.00000102,101215.00,1013.00,1013.00,1015.00
225847,0,0,2.07,5.74,-3.64,0.00,0,-25.44,-0.75,-0.50,0.07,2.00,5.11,-3.57,-0.00000523000413,1022.00,1006.00,1006.00,1022.00
226303,0,0,-4.72,5.88,-3.74,0.00,0,2.75,0.06,0.00,0.07,-4.79,5.25,-3.67,0.00000183,1011.00,1017.4.00,1014.00,1014.00
230447,0,0,1.87,5.92,-3.81,0.00,0,15.69,0.50,0.56,0.07,1.80,5.29,-3.74,0.0000025,1008.00,1020.00,1020.00,1008.00
231600,0,0,-2.55,6.05,-3.91,0.00,0,-21.87,-0.44,-0.50,0.07,-2.62,5.42,-3.84,-0.0006,1022.00,1006.00,1006.00,1022.00
237111,0,0,1.81,6.20,-3.90,0.00,0,10.94,0.25,0.13,0.07,1.74,5.57,-3.83,0.00000153,1011.00,1017.00,1011019.00,1009.00
239881,0,0,0.01,6.30,-3.93,0.00,0,-21.75,-0.44,-0.50,0.07,-0.06,5.67,-3.86,-0.000-0.00000388,1021.00,1007.00,1007.00,1021.00
242207,0,0,-17.98,6.89,-4.53,0.00,0,-55.31,-1.62,-1.06,0.07,-17.06,6.24,-4.43,-0.00000545,1025.00,1003.00,1003.00,1025.00
245796,00.50,-0.13,-0.19,0.07,-0.24,5.42,-3.90,0.00000016,1014.00,1014.00,1014.00,1014.05,5.42,-3.90,0.00000015,1014.00,1014.00,1014.00,1014.00
246089,0,0,-0.19,6.05,-3.97,0.00,0,0.69,0.06,-0.06,0.07,-0.26,5.42,-3.90,0.00000020,10,1014.00,1014.00,1014.00
246784,0,0,-0.25,6.05,-3.98,0.00,0,-0.06,0.06,0.06,0.07,-0.32,5.42,-3.91,0.00000008,1017.00,1017.00,1017.00,1017.00
248171,0,0,-0.19,6.05,-3.97,0.00,0,0.19,0.06,0.06,0.07,-0.26,5.42,-3.90,0.00000006,1015.00,1015.00,1015.00,1015.00
248612,0,0,-0.19,6.05,-3.97,0.00,0,0.19,0.13,0.06,0.07,-0.26,5.42,-3.90,0.00000011,1015.00,1015.00,015.00,1015.00
248853,0,0,-0.19,6.05,-3.97,0.00,0,0.25,-0.06,-0.13,0.07,-6,5.42,-3.90,0.00000012,1015.00,1015.00,1015.00,1015.00
