millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
27285,1,-2.83,3.02,1.33,-12.69,-0.25,-0.25,-3.02,2.39,1.40,-0.00
27476,1,-0.00,2.96,1.34,-5.87,0.19,-0.37,-0.13,2.33,1.41,-0.00
27517,1,0.13,2.98,1.35,-0.13,-0.44,-0.19,0.05,2.33,1.42,-0.00
27558,1,-0.02,2.99,1.34,5.56,0.31,-0.25,-0.04,2.36,1.41,0.00
27588,1,-0.38,3.01,1.35,10.81,-0.37,0.50,-0.27,2.37,1.42,0.00
27624,1,-0.70,3.01,1.35,11.13,1.00,0.00,-0.66,2.37,1.42,0.00
27679,1,-1.31,3.03,1.34,8.19,0.69,0.25,.38,2.40,1.41,0.00
27698,1,-1.48,3.03,1.35,8.13,-1.25,-0.13,-1.48,2.41,1.42,0.00
27741,1,-1.70,3.02,1.35,7.87,-0.94,0.25,-1.69,2.40,1.41,0.00
27782,1,-1.99,3.04,1.34,7.06,0.06,0.25,-2.01,2.40,1.41,0.00
27808,1,-2.13,3.04,1.35,4.19,-0.06,-0.19,-2.13,2.40,1.42,0.00
27835,1,-2.14,3.04,1.35,-2.37,-0.19,-0.19,-2.23,2.41,1.42,0.00
27935,1,-1.71,3.04,1.35,-6.25,-0.13,0.31,-1.84,2.41,1.42,-0.00
27976,1,-1.40,3.02,1.35,-7.25,0.69,-0.06,-1.54,2.39,1.42,-0.00
28054,1,-0.93,3.02,1.35,-2.94,-0.69,-0.19,-1.03,2.39,1.42,-0.00
28153,1,-0.79,3.02,1.35,0.75,1.50,-0.13,-0.85,2.39,1.42,0.00
28320,1,-0.98,3.03,1.36,3.94,0.31,-0.75,-1.01,2.40,1.42,0.00
28366,1,-1.19,3.03,1.36,4.19,0.06,-0.62,-1.22,2.40,1.43,0.00
28397,1,-1.27,3.03,1.36,2.37,0.31,-0.06,-1.31,2.40,1.43,0.00
28437,1,-1.35,3.03,1.36,1.62,-0.13,0.56,-1.41,2.40,1.43,0.00
28509,1,-1.34,3.03,1.36,-1.69,-0.37,0.00,-1.42,2.40,1.43,0.00
28543,1,-1.29,3.02,1.36,-1.50,0.13,0.00,-1.38,2.39,1.43,0.00
28607,1,-0,3.03,1.36,-0.44,-0.69,-0.13,-1.27,2.41,1.43,0.00
28855,1,-0.91,3.00,1.36,-0.31,-0.06,0.31,-2.45,2.16,1.43,0.00
28956,1,-1.03,2.99,1.37,-1.19,-0.81,-0.37,-36.04,2.16,1.44,0.00
28992,1,-0.78,2.97,1.37,-6.37,0.31,0.31,-35.95,2.14,1.44,0.00
29093,1,0.51,2.95,1.38,-21.19,-0.50,0.00,-26.15,2.11,1.45,0.00
29131,1,1.15,2.93,1.37,-22.50,-0.75,-0.37,-15.58,2.10,1.44,0.00
29219,1,2.48,2.92,1.39,-5.94,-0.13,0.25,2.47,2.07,1.45,-0.00
29245,1,2.43,2.91,1.38,5.31,0.50,-0.37,2.41,2.29,1.46,-0.00
29312,1,1.19,2.94,1.39,22.50,0.69,-0.13,1.34,2.31,1.46,0.00
29351,1,0.46,2.96,1.38,26.37,0.62,0.44,0.64,2.32,1.45,0.00
29395,1,-0.82,2.97,1.38,26.44,1.00,0.06,-0.38,2.33,1.45,0.00
29424,1,-1.55,3.01,1.39,26.81,0.19,0.19,-1.38,2.37,1.46,0.00
29458,1,-2.41,3.02,1.39,22.69,0.88,0.44,-2.06,2.37,1.46,0.00
29543,1,-3.15,3.03,1.39,3.12,0.56,0.06,-3.22,2.39,1.46,0.00
29586,1,-2.99,3.04,1.39,-9.00,0.56,-0.25,-3.14,2.40,1.46,-0.00
29634,1,-2.29,3.02,1.40,-17.25,-0.88,-0.81,-2.53,2.39,1.45,-0.00
29663,1,-1.72,3.01,1.40,-19.56,-0.13,0.25,-1.98,2.38,1.46,-0.00
29766,1,-0.40,3.01,1.40,-7.44,0.00,0.13,-0.54,2.37,1.47,-0.00
29854,1,-0.02,3.00,1.40,-3.44,-0.06,0.31,-0.12,2.37,1.47,-0.00
29908,1,0.01,3.00,1.40,0.37,0.00,-0.31,-0.06,2.37,1.47,-0.00
29933,1,-0.06,3.00,1.39,3.69,0.06,0.00,-0.09,2.37,1.46,0.00
30002,1,-0.89,3.00,1.39,14.56,0.69,0.13,-0.82,2.37,1.46,0.00
30043,1,-1.43,3.00,1.39,12.81,0.56,0.25,-1.38,2.38,1.46,0.00
30087,1,-1.85,3.01,1.41,9.25,0.75,-0.69,-1.83,2.37,1.47,0.00
30121,1,-2.06,3.01,1.39,2.69,0.25,-0.37,-2.10,2.38,1.47,0.00
30210,1,-1.71,3.01,1.40,-6.75,-0.31,-0.25,-1.78,2.38,1.47,-0.00
30230,1,-1.58,3.01,1.39,-6.06,0.13,-0.25,-1.71,2.38,1.47,-0.00
30273,1,-1.39,3.00,1.40,-2.94,0.00,-0.56,-1.50,2.37,1.47,-0.00
30326,1,-1.25,3.01,1.41,-2.75,-0.19,0.25,-1.38,2.37,1.48,-0.00
30351,1,-1.17,3.01,1.40,-3.25,-0.19,-0.13,-1.27,2.38,1.47,-0.00
30381,1,-1.01,3.01,1.40,-3.94,0.19,0.81,-1.12,2.38,1.48,-0.00
