millis,armed,flip,roll,pitch,yaw,mfr,fp,gx,gy,gz,spr,err_roll,err_pitch,err_yaw,u2,m1,m2,m3,m4
165351,1,1,-0.55,5.389,1.51,19.31,0,-0.25,-0.44,-0.19,0.00,-0.54,5.39,1.51,0.00000010,1174.00,1174.00,1174.00,1174.00
165776,1,1,-0.50,5.42,1.51,19.31,0,0.69,0.62,-0.13,0.00,-0.50,5.42,1.51,00000003,1174.00,1174.00,1174.00,1174.00
166463,1,1,-0.45,5.37,1.51,19.31,0,0.06,0.31,0.00,0.00,-0.45,5.37,1.51,0.00000014,1175.00,1,1175.00,1175.00
166989,1,1,-0.39,5.32,1.52,19.31,0,1.31,-0.94,0.13,0.00,-0.39,5.32,1.52,0.00000035,1174.00,1174.00,1174.00,1174.00
167885,1,1,-0.40,38,1.51,19.31,0,0.00,-0.50,0.06,0.00,-0.40,5.38,1.51,0.00000011,1175.00,1175.00,1175.00,1175.00
168300,1,1,-0.40,5.32,1.51,19.31,0,-1.06,-0.19,0.00,0.00,-0.40,5.32,1.51,-0.00000009,1174.00,1174.00,10,1174.00
169925,1,1,-0.29,5.43,1.51,19.31,0,-1.75,0.13,0.060,0.00,-0.32,5.43,1.51,0.00000041,1174.00,1174.00,1174.00,1174.00
174288,0,1,-0.36,5.45,1.50,19.31,0,1.00,-0.19,0.13,0.00,-0.36,5.45,1.50,0.00000028,1011.00,1011.00,10100,1011.00
174981,0,1,9.39,5.02,2.14,19.31,0,-44.31,-3.37,-5.50,0.00,9.39,5.02,2.14,-0.00001075,1032.00,1000.000.00,1000.00,1030.00
182380,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,-105.00,105.00,-105.00,-105.00,-0.00002909,1000.00,1000.00,1000.00,1000.00
182410,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182439,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182502,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182533,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182596,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182626,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182664,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182720,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182750,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182800,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182838,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182868,0,0,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.07,-0.07,-0.63,0.07,0.00000002,1012.00,1012.00,1012.00,1012.00
182940,0,0,0.00,0.00,0.00,0.00,0,-5.06,-0.13,-0.25,0.07,-0.07,-0.63,0.07,-0.00000091,1013.00,1011.00,1011.00,1013.00
182973,0,0,0.00,0.00,0.00,0.00,0,-11.94,-0.13,-0.19,0.07,-0.07,-0.63,0.07,-0.00000218,1016.00,1008.00,1008.00,1016.00
183016,0,0,0.00,0.00,0.00,0.00,0,-12.06,0.06,-0.25,0.07,-0.07,-0.63,0.07,-0.00000220,1016.00,1008.00,1008.00,1016.00
183072,0,0,0.69,0.00,-0.01,0.00,0,-13.88,-0.44,-0.37,0.07,0.62,-0.63,0.06,-0.00000272,1017.00,1007.00,1007.00,1017.00
183101,0,0,-1.45,5.58,-0.13,0.00,0,-14.69,-0.44,-0.37,0.07,-1.52,4.95,-0.06,-0.00000228,1016.00,1008.00,1008.00,1016.00
183148,0,0,-1.17,5.58,-0.13,0.00,0,-14.31,0.13,-0.31,0.07,-1.24,4.95,-0.06,-0.00000229,1016.00,1008.00,1008.00,1016.00
183191,0,0,-0.80,5.58,-0.13,0.00,0,-10.88,-0.19,-0.13,0.07,-0.87,4.95,-0.06,-0.00000176,1015.00,1009.00,1009.00,1015.00
183253,0,0,-0.62,5.58,-0.13,0.00,0,-8.75,-0.31,-0.25,0.07,-0.69,4.95,-0.06,-0.00000142,1014.00,1010.00,1010.00,1014.00
183287,0,0,-0.39,5.58,-0.13,0.00,0,-8.00,-0.06,-0.13,0.07,-0.46,4.95,-0.06,-0.00000134,1014.00,1010.00,1010.00,1014.00
183327,0,0,-0.26,5.58,-0.13,0.00,0,-6.56,0.00,-0.19,0.07,-0.33,4.95,-0.06,-0.00000112,1014.00,1010.00,1010.00,1014.00
183357,0,0,-0.16,5.58,-0.13,0.00,0,-4.12,0.06,-0.13,0.07,-0.23,4.95,-0.06,-0.00000070,1013.00,1011.00,1011.00,1013.00
183417,0,0,-0.13,5.58,-0.13,0.00,0,0.75,-0.19,0.06,0.07,-0.20,4.95,-0.06,0.00000019,1012.00,1012.00,1012.00,1012.00
183450,0,0,-0.19,5.58,-0.13,0.00,0,3.75,0.06,0.06,0.07,-0.26,4.95,-0.06,0.00000076,1011.00,1013.00,1013.00,1011.00
183492,0,0,-0.28,5.58,-0.13,0.00,0,5.12,0.31,0.13,0.07,-0.35,4.95,-0.06,0.00000104,1010.00,1014.00,1014.00,1010.00
183544,0,0,-0.38,5.58,-0.13,0.00,0,5.75,0.37,-0.06,0.07,-0.45,4.95,-0.06,0.00000118,1010.00,1014.00,1014.00,1010.00
183573,0,0,-0.60,5.58,-0.13,0.00,0,8.63,-0.06,0.13,0.07,-0.67,4.95,-0.06,0.00000177,1009.00,1015.00,1015.00,1009.00
183637,0,0,-0.79,5.58,-0.13,0.00,0,11.00,0.13,0.37,-0.14,-0.65,4.95,-0.06,0.00000220,1008.00,1016.00,1016.00,1008.00
183669,0,0,-1.04,5.58,-0.13,0.00,0,13.00,0.44,0.37,0.07,-1.11,4.95,-0.06,0.00000270,1007.00,1017.00,1017.00,1007.00
183731,0,0,-1.42,5.57,-0.13,0.00,0,13.13,0.19,0.31,-0.14,-1.28,4.94,-0.06,0.00000277,1007.00,1017.00,1017.00,1007.00
183759,0,0,-1.66,5.57,-0.13,0.00,0,12.00,-0.06,0.19,0.07,-1.73,4.94,-0.06,0.00000269,1007.00,1017.00,1017.00,1007.00
183790,0,0,-1.88,5.57,-0.13,0.00,0,11.81,0.00,0.19,-0.14,-1.74,4.94,-0.06,0.00000266,1007.00,1017.00,1017.00,1007.00
183951,0,0,-2.93,5.57,-0.13,0.00,0,3.62,0.25,0.13,0.07,-3.00,4.94,-0.06,0.00000150,1009.00,1015.004.00,1014.00,1010.00
185804,0,0,0.26,5.55,-0.12,0.00,0,-4.31,-0.13,-0.13,00.07,0.28,4.92,-0.05,-0.00000043,1012.00,1012.00,1012.00,1012.00
186491,0,0,0.07,5.55,-0.12,0.00,0,-8.63,-0.06,-0.31,0.07,0.00,4.92,-0.05,-0.00000159,1015.00,1009.001010.00,1010.00,1014.00
186973,0,0,-2.10,5.55,-0.10.12,0.00,0,-4.87,-0.13,-0.19,0.07,-2.06,4.92,-0.05,-0.00000033,1012.00,1012.00,1012.00,1012.00
188813,1,0,0.83,5.54,13,0.00,0,3.56,0.00,0.19,0.07,0.69,4.91,-0.06,0.00000046,1012.00,1012.00,1012.00,1012.00
189483,0,0,0.78,5.53,-0.15,0.00,0,-3.50,0.00,-0.19,0.07,0.774,4.90,-0.08,-0.00000054,1013.00,1011.00,1011.00,1013.00
191089,1,0,0.25,5.50,-0.20,0.00,0,7.00,0.37,0.13,0.07,0.18,4.87,-0.13,0.00000124,1010.00,1014.00,1014.00,1010.00
194079,1,0,2.35,5.63,-0.16,20.12,1,-6.00,0.37,-0.37,30.00,-27.65,5.64,-0.15,0.00000692,1286.00,1314.00,1314.00,1286.00
195024,1,0,2.32,5.27,-0.15,20.12,1,0.13,1.62,0.19,30.00,-27.67,5.31,-0.14,0.00000769,1285.00,1315.00,1315.00,1285.00
198447,0,0,0.26,5.33,-0.06,24.69,1,24.69,0.00,0.81,30.00,-29.74,5.33,-0.06,0.00001271248,1275.00,1325.00,1325.00,1275.00
200290,0,0,0.17,5.39,-0.01,24.69,1,-19.56,-0.44,-0.62,30.00,-29.83,5.39,-0.01,0.00000466,1291.00,1309.01310.00,1310.00,1290.00
201076,0,0,0.88,5.42,-0.06,24.69,1,-15.88,-0.62,-0.37,30.00,-29.12,5.42,-0.06,0.00000515,1290.00,1310.00,11.00,1289.00
