micros,flip,phase,spf_roll,roll_abs,roll,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
3711,0,0,0.00,0.00,0.24,0.00,6.25,-0.38,5.94,1026.00,1022.00,1022.00,1026.00
3906,0,0,0.00,0.00,1.53,0.00,-3.31,1.03,-2.00,1025.00,1025.00,1025.00,1025.00
3991,0,0,0.00,0.00,0.79,0.00,-7.19,0.38,-6.75,1021.00,1025.00,1025.00,1021.00
4125,0,0,0.00,0.00,-0.04,0.00,2.31,-0.62,1.31,1023.00,1023.00,1023.00,1023.00
4179,0,0,0.00,0.00,0.33,0.00,5.75,-0.28,5.75,1025.00,10211021.00,1021.00,1025.00
4213,0,0,0.00,0.00,0.52,0.00,7.25,-0.10,7.25,1025.00,1021.00,1021.00,1025.00
4443,0,0,0.00,0.00,1.41,0.00,-1.94,0.91,-1.19,1023.00,1023.00,1023.00,1023.00
4486,0,0,0.00,0.00,1.24,0.00,-4.62,0.77,-3.75,1043.00,1045.00,1045.00,1043.00
4631,0,0,0.00,0.00,0.36,0.00,-4.56,-0.10,-5.44,1098.00,1102.00,1102.00,1098.00
4912,0,0,0.00,0.00,0.64,0.00,6.56,0.02,7.12,1174.00,1170.00,1170.00,1174.00
4954,0,0,0.00,0.00,0.95,0.00,6.62,0.28,6.56,1174.00,1170.00,1170.00,1174.00
5023,0,0,0.00,0.00,1.32,0.00,5.12,0.71,4.94,1197.00,1193.00,1193.00,1197.00
5206,0,0,0.00,0.00,1.12,0.00,-1.81,0.58,-2.19,1210.00,1210.00,1210.00,1210.00
5481,0,0,0.00,0.00,0.60,0.00,2.94,0.01,0.56,1219.00,1219.00,1219.00,1219.00
5639,0,0,0.00,0.00,1.07,0.00,3.56,0.44,3.56,1238.00,1236.00,1236.00,1238.00
5660,0,0,0.00,0.00,1.14,0.00,2.94,0.53,3.12,1238.00,1236.00,1236.00,1238.00
5784,0,0,0.00,0.00,1.29,0.00,2.94,0.70,2.37,1254.00,1252.00,1252.00,1254.00
5902,0,0,0.00,0.00,1.26,0.00,-2.87,0.72,0.88,1262.00,1262.00,1262.00,1262.00
6163,0,0,0.00,0.00,1.23,0.00,2.12,0.67,-2.50,1270.00,1270.00,1270.00,1270.00
6359,0,0,0.00,0.00,1.38,0.00,4.50,0.74,2.06,1287.00,1285.00,1285.00,1287.00
6472,0,0,0.00,0.00,1.46,0.00,-0.88,0.91,1.56,1292.00,1290.00,1290.00,1292.00
6590,0,0,0.00,0.00,1.50,0.00,0.06,0.95,0.62,1292.00,1292.00,1292.00,1292.00
6686,0,0,0.00,0.00,1.54,0.00,1.19,0.95,0.311.19,1294.00,1292.00,1292.00,1294.00
6851,0,0,0.00,0.00,1.58,0.00,0.56,1.02,0.56,1293.00,1293.00,1293.00,1293.00
6977,0,0,0.00,0.00,1.48,0.00,-0.75,0.92,0.37,1293.00,1293.00,1293.00,1293.00
7020,0,0,0.00,0.00,1.46,0.00,-2.00,0.93,1.31,1294.00,1292.00,1292.00,1294.00
7041,0,0,0.00,0.00,1.38,0.00,0.25,0.84,-0.75,1293.00,1293.00,1293.00,1293.00
7160,0,0,0.00,0.00,1.22,0.00,2.37,0.66,2.12,1294.00,1292.00,1292.00,1294.00
7277,0,0,0.00,0.00,1.17,0.00,1.94,0.61,1.75,1294.00,1292.00,1292.00,1294.00
7374,0,0,0.00,0.00,1.22,0.00,1.37,0.65,1.50,1293.00,1293.00.00,1293.00,1293.00
7406,0,0,0.00,0.00,1.21,0.00,-0.50,0.66,1.94,1294.00,1292.00,1292.00,1294.00
7667,0,0,0.00,0.00,1.10,0.00,0.19,0.53,1.25,1293.00,1293.00,1293.00,1293.00
7709,0,0,0.00,0.00,1.17,0.00,0.88,0.59,0.94,1293.00,1293.00,1293.00,1293.00
7853,0,0,0.00,0.00,1.59,0.00,2.87,0.96,1.94,1294.00,1292.00,1292.00,1294.00
7969,0,0,0.00,0.00,1.79,0.00,1.56,1.20,0.37,1293.00,1293.00,1293.00,1293.00
8086,0,0,0.00,0.00,1.70,0.00,-2.19,1.16,-2.06,1293.00,1293.00,1293.00,1293.00
8232,0,0,0.00,0.00,1.65,0.00,-0.62,1.09,0.75,1293.00,1293.00,1293.00,1293.00
8405,0,0,0.00,0.00,1.67,0.00,0.62,1.12,1.25,1294.00,1292.00,1292.00,1294.00
8540,0,0,0.00,0.00,1.61,0.00,0.37,1.07,-0.06,1293.00,1293.00,1293.00,1293.00
8658,0,0,0.00,0.00,1.47,0.00,0.56,0.93,-0.44,1293.00,1293.00,1293.00,1293.00
8777,0,0,0.00,0.00,1.25,0.00,0.37,0.70,-1.94,1293.00,1293.00,1293.00,1293.00
8921,0,0,0.00,0.00,1.08,0.00,0.50,0.54,0.62,1293.00,1293.00,1293.00,1293.00
9047,0,0,0.00,0.00,1.01,0.00,1.06,0.45,0.75,1293.00,1293.00,1293.00,1293.00
9089,0,0,0.00,0.00,0.98,0.00,0.00,0.44,1.00,1293.00,1293.00,1293.00,1293.00
9225,0,0,0.00,0.00,0.84,0.00,0.75,0.28,0.13,1292.00,1292.00,1292.00,1292.00
9349,0,0,0.00,0.00,0.61,0.00,-1.56,0.07,-0.50,1293.00,1293.00,1293.00,1293.00
9509,0,0,0.00,0.00,0.50,0.00,1.00,-0.04,1.12,1293.00,1293.00,1293.00,1293.00
9818,0,0,0.00,0.00,0.59,0.00,-0.44,0.04,0.56,1293.00,1293.00,1293.00,1293.00
9914,0,0,0.00,0.00,0.61,0.00,0.50,0.06,1.62,1293.00,1293.295.00,1295.00,1295.00
9937,0,0,0.00,0.00,0.60,0.00,-0.69,0.04,-0.13,1295.00,1295.00,1295.00,1295.00
10199,0,0,0.00,0.00,0.70,0.00,1.62,0.12,0.44,1307.00,1307.00,1307.00,1307.00
10306,0,0,0.00,0.00,1.02,0.00,1.81,0.41,2.06,1323.00,1321.00,1321.00,1323.00
10614,0,0,0.00,0.00,1.06,0.00,-3.12,0.53,-1.81,1340.00,1340.00,1340.00,1340.00
10834,0,0,0.00,0.00,0.72,0.00.00,2.62,0.16,3.06,1347.00,1345.00,1345.00,1347.00
10891,0,0,0.00,0.00,0.83,0.00,1.31,0.23,1.25,1346.00,1346.00,1346.00,1346.00
11005,0,0,0.00,0.00,0.90,0.00,-1.25,0.35,0.00,1346.00,1346.00,1346.00,1346.00
11162,0,0,0.00,0.00,0.94,0.00,-0.44,0.38,0.75,1346.00,1346.00,1346.00,00
11187,0,0,0.00,0.00,0.93,0.00,-0.37,0.37,-1.06,1346.00,1346.00,1346.00,1346.00
11308,0,0,0.00,0.00,0.83,0.00,-0.50,0.27,-0.81,1346.00,1346.00,1346.00,1346.00
11454,0,0,0.00,0.00,0.71,0.00,-0.56,0.15,-1.06,1346.00,1346.00,1346.00,1346.00
11762,0,0,0.00,0.00,0.81,0.00,-0.88,0.25,0.56,1346.00,1346.00,1346.00,1346.00
11881,0,0,0.00,0.00,0.78,0.00,1.37,0.20,1.06,1346.00,1346.00,1346.00,1346.00
11989,0,0,0.00,0.00,0.81,0.00,0.31,0.25,1.44,1346346.00,1346.00,1346.00,1346.00
12008,0,0,0.00,0.00,0.79,0.00,0.50,0.23,0.50,1346.00,1346.00,1346.00,1346.00
12154,0,0,0.00,0.00,0.63,0.00,-0.81,0.08,-1.00,1348.00,1348.00,1348.00,1348.00
12457,0,0,0.00,0.00,1.01,0.00,0.75,0.44,0.50,1355.00,1355.00,1355.00,1355.00
12574,0,0,0.00,0.00,1.00,0.00,-0.81,0.44,-1.25,1361.00,1361.00,1361.00,1361.00
12834,0,0,0.00,0.00,1.10,0.00,0.75,0.53,0.50,1375.00,1375.00,1375.00,1375.00
12965,0,0,0.00,0.00,1.18,0.00,2.50,0.60,2.19,1381.00,1379.00,1379.00,1381.00
13007,0,0,0.00,0.00,1.26,0.00,2.06,0.67,1.50,1380.00,1380.00,1380.00,1380.00
13101,0,0,0.00,0.00,1.30,0.00,0.56,0.74,1.00,1383.00,1383.00,1383.00,1383.00
13247,0,0,0.00,0.00,0.96,0.00,-1.44,0.41,-1.06,1384.00,13,1384.00,1384.00
13268,0,0,0.00,0.00,0.92,0.00,-1.50,0.37,-1.37,1385.00,1385.00,1385.00,1385.00
13526,0,0,0.00,0.00,1.02,0.00,2.87,0.44,3.25,1393.00,1391.00,1391.00,1393.00
13651,0,0,0.00,0.00,1.37,0.00,1.56,0.80,3.44,1394.00,1392.00,1392.00,1394.00
13693,0,0,0.00,0.00,1.34,0.00,-1.75,0.81,-0.81,1393.00,1393.00,1393.00,1393.00
13716,0,0,0.00,0.00,1.32,0.00,-0.75,0.76,-1.75,1393.00,1393.00,1393.00,1393.00
13835,0,0,0.00,0.00,1.17,0.00,-3.44,0.64,-2.62,1395.00,1395.00,1395.00,1395.00
13952,0,0,0.00,0.00,1.02,0.00,0.56,0.46,0.00,1397.00,1397.00,1397.00,1397.00
14056,0,0,0.00,0.00,1.13,0.00,2.19,0.52,1.37.19,1398.00,1396.00,1396.00,1398.00
14227,0,0,0.00,0.00,1.31,0.00,2.06,0.73,2.00,1400.00,1398.00,1398.00,1400.00
14339,0,0,0.00,0.00,1.56,0.00,0.56,1.00,1.75,1398.00,1396.00,1396.00,1398.00
14385,0,0,0.00,0.00,1.56,0.00,-0.37,1.00,-0.69,1399.00,1399.00,1399.00,1399.00
14545,0,0,0.00,0.00,1.68,0.00,2.06,1.10,3.25,1400.00,1398.00,1398.00,1400.00
14653,0,0,0.00,0.00,1.64,0.00,0.75,1.06,0.31,1399.00,1399.00,1399.00,1399.00
14907,0,0,0.00,0.00,1.57,0.00,-2.37,1.04,-1.87,1399.00,1399.00,1399.00,1399.00
15114,0,0,0.00,0.00,1.01,0.00,-3.00,0.52,-0.44,1399.00,1399.00,1399.00,1399.00
15387,0,0,0.00,0.00,0.96,0.00,5.31,0.35,5.19,1401.00,1397.00,1397.00,1401.00
15497,0,0,0.00,0.00,1.36,0.00,4.12,0.76,4.87,1401.00,1397.00,1397.00,1401.00
15536,0,0,0.00,0.00,1.53,0.00,3.19,0.90,3.81,1401.00,1397.00,1397.00,1401.00
15605,0,0,0.00,0.00,1.59,0.00,-1.56,1.04,-0.31,1399.00,1399.00,1399.00,1399.00
15794,0,0,0.00,0.00,1.13,0.00,-2.06,0.59,-2.81,1399.00,1399.00,1399.00,1399.00
15950,0,0,0.00,0.00,0.90,0.00,1.19,0.33,-0.13,1399.00,1399.00,1399.00,1399.00
16057,0,0,0.00,0.00,1.12,0.00,2.12,0.54,0.31,1399.00,1399.00,1399.00,1399.00
16385,0,0,0.00,0.00,1.90,0.00,-1.62,1.36,-1.81,1399.00,1399.00,1399.00,1399.00
16653,0,0,0.00,0.00,1.40,0.00,-0.56,0.84,-1.37,1399.00,1399.00,1399.00,1399.00
16688,0,0,0.00,0.00,1.42,0.00,0.88,0.84,0.44,1399.00,1399.00,1399.00,1399.00
16830,0,0,0.00,0.00,1.29,0.00,0.94,0.72,-0.69,1399.00,1399.00,1399.00,1399.00
16926,0,0,0.00,0.00,1.39,0.00,-0.56,0.83,-0.75,1399.00,00,1399.00,1399.00
16952,0,0,0.00,0.00,1.33,0.00,-1.12,0.79,-0.19,1399.00,1399.00,1399.00,1399.00
17028,1,1,0.80,0.01,1.35,105.22,0.,-7.38,-316.14,1268.00,1530.00,1530.00,1268.00
17072,1,1,29.83,0.04,1.69,614.00,10.75,-0.18,-691.41,1089.00,1709.00,1709.00,1089.00
17384,1,3,314.34,65.05,120.17,665.23,666.06,-249.29,-6.10,1164.00,1634.00,1634.01597.00,1201.00
17411,1,3,333.44,78.55,140.41,466.84,712.37,-254.89,217.54,1247.00,1551.00,1551.00,1247.00
17439,1,3,345.59,93.07,161.83,245.34,752.50,-252.52,493.66,1358.00,1440.00,1440.00,1358.00
17656,1,0,350.00,108.49,2.20,0.00,1081.31,-19.52,1081.31,1800.00,1000.00,1000.00,1800.00
17781,1,0,350.00,108.49,84.54,0.00,447.81,74.32,6447.81,1623.00,1175.00,1175.00,1623.00
17885,1,0,350.00,108.49,73.13,0.00,-428.81,81.25,-362.1981,1271.00,1527.00,1527.00,1271.00
18013,1,0,350.00,108.49,9.96,0.00,-521.19,14.440,-521.19,1199.00,1599.00,1599.00,1199.00
18111,1,0,350.00,108.49,-30.14,0.000.00,-73.50,-30.70,-129.75,1331.00,1467.00,1467.00,1331.00
18229,1,0,350.00,108.4949,-9.81,0.00,296.87,-16.08,290.56,1504.00,1294.00,1294.00,1504.00
18322,1,0,350.00,108.49,9.87,0.00,207.06,7.30,220.44,1490.00,1308.00,1308.00,1490.00
18361,1,0,350.00,108.49,13.65,0.0,167.56,13.09,186.25,1479.00,1319.00,1319.00,1479.00
18391,1,0,350.00,108.49,18.01,0.00,132.31,14.719.64,108.37,1452.00,1346.00,1346.00,1452.00
18456,1,0,350.00,108.49,21.90,0.00,-39.56,1.34,-39.56,1396.00,1402.00,1402.00,1396.00
18570,1,0,350.00,108.49,5.74,0.00,-146.31,7.18,-146.31,1345.00,1453.00,1453.00,1345.00
18634,1,0,350.00,108.49,2.81,0.00,-86.87,4.07,-114.44,131371.00,1427.00,1427.00,1371.00
18685,1,0,350.00,108.49,-1.19,0.00,-49.44,-0.81,-45.50,1379.00,1419.00,1419.00,1379.00
18773,1,0,350.00,108.49,-0.93,0.00,50.75,-2..49,50.75,1418.00,1380.00,1380.00,1418.00
18794,1,0,350.00,108.49,1.52,0.00,97.62,-0.82,69.25,1425.00,1373.00,1.00,1438.00
18830,1,0,350.00,108.49,4.51,0.00,101.19,2.97,103.62,1441.00,1357.00,1357.00,1441.00
18899,1,0,350.00,108.49,9.33,0.00,14.75,8.39,42.19,1420.00,1378.00,1378.00,1420.00
19002,1,0,350.00,8.49,10.07,0.00,7.69,9.33,13.31,1409.00,1389.00,1389.00,1409.00
19055,1,0,350.00,108.49,9.75,0.00,-17.87,9.36,-10.94,1399.00,1399.00,1410.00,1388.00
19153,1,0,350.00,108.49,5.44,0.00,-60.38,5.46,-64.87,1377.00,1421.00,10.00,1378.00
19229,1,0,350.00,108.49,3.50,0.00,8.50,2.86,-7.37,1398.00,1400.00,1.00,1404.00
19252,1,0,350.00,108.49,3.88,0.00,14.69,3.18,13.44,1406.00,1392.00,1392.00,1406.00
19526,1,0,350.00,108.49,8.40,0.00,-8.88,7.95,5.56,1405.00,1393.00,1393.00,1405.00
19570,1,0,3500.00,108.49,7.68,0.00,-24.19,7.35,-20.62,1395.00,1403.00,1403.00,1395.00
19601,1,0,350.00,108.49,7.23,0.00,-6.75,6.75,-13.63,1398.00,1400.00,1400.00,1398.00
19701,1,0,350.00,108.49,7.12,0.00,-21.06,6.56,-15.50,1397.00,1401.00,1401.00,1397.00
19730,1,0,350.00,108.49,6.39,0.00,-28.37,6.36,-21.06,13900,1406.00,1406.00,1392.00
19863,1,0,350.00,108.49,5.59,0.00,21.19,4.82,18.75,1409.00,1389.00,1389.00,1409.00
19909,1,0,350.00,108.49,6.25,0.00,7.31,5.53,14.56,1407.00,1391.00,1391.00,1407.00
19931,1,0,350.00,108.49,6.22,0.00,-4.94,5.72,2.87,1403.00,1395.00,1395.00,1403.00
20104,1,0,350.00,108.49,7.42,0.00,13.31,6.73,16.69,1409.00,1389.00,1389.00,1409.00
20148,1,0,350.00,108.49,7.42,0.00,-8.69,6.99,0.50,1403.00,1395.00,1395.00,1399.00
20174,1,0,350.00,108.49,6.99,0.00,-16.56,6.74,-12.75,1398.00,1400.00,1400.00,1398.00
20200,1,0,3500,108.49,6.52,0.00,-14.69,6.10,-17.25,1396.00,1402.00,1402.00,1396.00
20380,1,0,350.00,108.49,6.35,0.00,-11.94,6.01,-9.25,1399..00,1400.00,1400.00,1398.00
20430,1,0,350.00,108.49,5.75,0.00,-3.75,5.22,-6.44,1399.00,1399.00,1399.00,1399.00
20482,1,0,3,108.49,6.09,0.00,12.56,5.30,6.87,1404.00,1394.00,1394.00,1404.00
20620,1,0,350.00,108.49,6.53,0.00,-6.25,.97,-6.25,1399.00,1399.00,1399.00,1399.00
20648,1,0,350.00,108.49,6.32,0.00,-5.50,5.86,-5.94,1399.00,1399.00,130,1400.00
20670,1,0,350.00,108.49,6.35,0.00,0.13,5.74,-2.12,1401.00,1397.00,1397.00,1401.00
20736,1,0,350.00,108.49,6.92,0.00,6.75,6.30,9.25,1406.00,1392.00,1392.00,1406.00
20837,1,0,350.00,108.49,6.63,0.,-6.06,6.07,-9.88,1399.00,1399.00,1399.00,1399.00
20862,1,0,350.00,108.49,6.46,0.00,-2.62,5.93,-6.06,1399.00,130,1397.00,1401.00
20968,1,0,350.00,108.49,7.31,0.00,7.12,6.68,8.94,1406.00,1392.00,1392.00,1406.00
21085,1,0,350.00,108.4,7.09,0.00,-3.56,6.60,-5.06,1398.00,1396.00,1396.00,1398.00
21111,1,0,350.00,108.49,7.08,0.00,-1.62,6.53,-3.56,00,1396.00,1396.00,1402.00
21179,1,0,350.00,108.49,7.48,0.00,3.50,6.90,5.12,1402.00,1392.00,1392.001394.00,1404.00
21205,1,0,350.00,108.49,7.52,0.00,-0.31,6.96,0.94,1403.00,1395.00,1395.00,1403.00
21532,1,0,350.00,108.49,5.99,0.00,1.81,5.42,-0.19,1336.00,1332.00,1332.00,1336.00
21565,1,0,350.00,108.49,6.14,0.00,6.12,5.51,5.25,1297.00,1287.00,1287.00,1297.00
21666,1,0,350.00,108.49,6.08,0.00,-6.69,5.59,-7.69,1022.00,1022.00,1022.00,100
21707,1,0,350.00,108.49,5.88,0.00,-4.69,5.41,-7.56,1022.00,1022.00,1022.00,1022.00
21934,1,0,350.00,108.49,5.86,0.00,4.19,5.25,0.62,1017.00,1011.00,1011.00,1017.00
22001,1,0,350.00,108.49,6.33,0.00,6.75,5.71,7.44,1020.00,1008.00,1008.00,1020.00
22171,0,0,350.00,108.49,6.72,0.00,3.69,6.12,3.75,1018.00,1010.00,1010.00,1018.00
22217,0,0,350.00,108.49,6.89,0.00,2.56,6.31,4.00,1019.00,1009.00,1009.00,1019.00
22238,0,0,350.00,108.49,6.89,0.00,-1.44,6.34,1.25,1018.00,1010.00,1010.00,1018.00
22380,0,0,350.00,108.49,6.47,0.00,-2.31,5.93,-3.12,1016.00,101,1012.00,1016.00
22437,0,0,350.00,108.49,6.21,0.00,-5.00,5.70,-4.62,1015.00,1013.00,13.00,1015.00
22467,0,0,350.00,108.49,5.91,0.00,-5.06,5.40,-4.62,1015.00,1013.00,1013.00,1015.00
22696,0,0,350.00,108.49,5.04,0.00,4.06,4.60,3.31,1018.00,1012.00,1012.00,1018.00
22905,0,0,350.00,108.49,5.14,0.00,0.94,4.58,0.69,1017.00,1013.00,1013,1017.00
22934,0,0,350.00,108.49,5.06,0.00,0.62,4.49,0.88,1017.00,1013.00,1013.00,1017.00
22989,0,0,350.00,108.49,4.74,0.00,-1,4.10,-2.19,1016.00,1014.00,1014.00,1016.00
23140,0,0,350.00,108.49,3.36,0.00,-4.00,2.89,-3.75,101.00,1015.00,1015.00,1015.00
23397,0,0,350.00,108.49,2.45,0.00,3.31,1.88,3.37,1017.00,1013.00,1013.00,10
23426,0,0,350.00,108.49,2.46,0.00,4.50,1.90,4.56,1017.00,1013.00,1013.00,1017.00
23603,0,0,350.00,108.49,2.78,0.00,1.56,2.22,1.56,.00,1014.00,1014.00,1016.00
23708,0,0,350.00,1049,2.56,0.00,-2.00,2.04,-1.00,1015.00,1015.00,1015.00,1015.00
23845,0,0,350.00,108.49,1.93,0.00,-412,1.37,-4.25,1015.00,1015.00,1015.00,1015.00
23887,0,0,350.00,108.49,1.59,0.00,-3.94,1.12,-3.75,1026.00,1026.00,1026.00,1026.00
23961,0,0,350.00,108.49,1.33,0.00,-1.69,0.80,-2.06,1048.00,1048.00,1048.00,1048.00
24063,0,0,350.00,149,1.38,0.00,3.62,0.79,2.87,1106.00,1104.00,1104.00,1106.00
24193,0,0,350.00,108.49,1.68,0.00,5.94,1.07,4.87,1177.00,1173.00,1173.00,1177.00
24295,0,0,350.00,108.49,2,0.00,1.19,1.47,4.62,1212.00,1208.00,1208.00,1212.00
24325,0,0,350.00,108.49,2.06,0.00,3.75,1.47,1.19,1223.00,1,1229.00,1233.00
24419,0,0,350.00,108.49,2.19,0.00,0.50,1.65,1.75,1277.00,1275.00,1275.00,1277.00
24441,0,0,350.00,9,2.12,0.00,-1.94,1.58,-1.62,1286.00,1286.00,1286.00,1286.00
24524,0,0,350.00,108.49,.94,0.00,-3.69,1.46,-4.00,1330.00,1330.00,1330.00,1330.00
24547,0,0,350.00,108.49,1.91,0.00,-2.81,1.38,-3.69,130,1331.00,1331.00,1331.00
24762,0,0,00,108.49,1.68,0.00,1.56,1.11,1.37,1384.00,1382.00,1382.00,1384.00
24889,0,0,350.00,108.49,1.79,0.00,0.62,1.22,0.19,1397.00,1397.00,1397.00,1397.00
24919,0,0,350.00,108.49,1.82,0.00,1.50,1.25,1.06,1409.00,1407.00,1407.00,1409.00
24996,0,0,3500,108.49,1.80,0.00,-0.37,1.24,-0.94,1432.00,1432.00,1432.00,1432.00
25039,0,0,350.00,108.49,1.69,0.00,-2.50,1.17,-2.37,1444.00,14440,1455.00,1455.00
25155,0,0,350.00,108.49,1.30,0.00,-3.31,0.80,-3.06,1471.00,1471.00,1471.00,1471.00
25200,0,0,350.00,108.49,1.23,0.00,-1.25,0.68,-1.37,1471.00,1471.00,1471.00,1471.0
25224,0,0,350.00,108.49,1.23,0.00,1.12,0.66,-0.25,1472.00,1472.00,1472.00,1472.00
25347,0,0,350.00,108.49,1.46,0.00,1.25,0.87,0.00,1478.00,1478.00,1,1479.00
25387,0,0,350.00,108.49,1.57,0.00,3.37,0.93,3.06,1480.00,1478.00,1478.00,1480.00
25614,0,0,350.00,108.49,2.08,0.00,-2.62,1.57,-3.12,1483.00,1483.00,1483.00,1483.00
25660,0,0,350.00,108.49,2.04,0.00,-1.19,1.50,-0.81,1483.00,1483.00,1483.00,1483.
25682,0,0,350.00,108.49,2.04,0.00,0.25,1.48,0.19,1483.00,1483.00,1483.00,1483.00
25920,0,0,350.00,108.49,1.94,0.00,3.44,1.34,3.12,1469.00,1467.00,1467.00,1469.00
26038,0,0,350.00,108.49,2.04,0.00,1.44,1.45,0.31,1,1467.00,1467.00,1469.00
26146,0,0,350.00,108.49,2.16,0.00,2.25,1.58,2.25,1467.00,1465.00,1465.00,1467.00
26381,0,0,350.00,108.49,2.48,0.00,0.94,1.91,1.75,1459.00,1457.00,1457.00,1459.00
26589,0,0,350.00,108.49,2.35,0.00,-3.44,1.83,-0.50,1458.0,1457.00,1457.00,1457.00
