micros,flip,phase,spf_roll,roll_abs,roll,pitch,yaw,spf_r_rate,gxrs,error_roll,error_r_rate,m1,m2,m3,m4
35481,0,0,0.00,0.00,-6.55,4.01,1.63,0.00,3.37,-7.22,-3.19,1012.00,1022.00,1022022.00,1012.00
35601,0,0,0.00,0.00,-6.69,4.03,1.62,0.00,-0.25,-7.38,-0.94,1013.03.00,1021.00,1021.00,1013.00
36051,0,0,0.00,0.00,-3.89,3.94,1.54,0.00,-15.50,-4.90,15.50,1020.00,1014.00,1014.00,1020.1020.00
36634,0,0,0.00,0.00,-2.78,3.92,1.50,0.00,0.56,-3.48,-0.31,1015.00,1019.00,1019.00,1015.00
36783,0,0,0.00,0.00,-2.86,3.92,1.50,0.00,0.31,-3.56,-0.44,1015.00,1019.00,1019.00,1015.00
36842,-2.85,3.93,1.50,0.00,0.19,-3.55,-0.13,1015.00,1019.00,1019.5,-0.19,1015.00,1019.00,1019.00,1015.00
36869,0,0,0.00,0.00,-2.85,3.93,1.50,0.00,-0.31,-3.55,0.13,1016.00,1018.18.00,1018.00,1016.00
37322,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.19,1016.00,1018.00,1018.00,1016.00
37353,0,0,0.0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.39,-0.19,1016.00,1018.00,1018.00,1016.00
37405,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.00,1016.00,1018.00,1018.00018.00,1016.00
37439,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.44,-3.46,0.25,1016.00,1018.00,1018.00,1016.00
37466,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.00,-3.46,-0.25,1015.00,1019.00,1019.00,1015.00
37668,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.25,-3.46,-0.06,1016.00,1011019.00,1019.00,1015.00
37788,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.31,-3.46.46,0.31,1016.00,1018.00,1018.00,1016.00
38024,0,0,0.00,0.00,-2.-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1016.00,1018.00,1018.00,1016.00
38126,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,0.31,1016.00,1018.00,1018.00,1016.00
38285,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.62,-3.46,0.25,1016.00,1018.00,1018.00,1016.00
38358,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.31,-3.46,-0.25,1015.00,1019.00,1011019.00,1015.00
38473,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,0.13,1011016.00,1018.00,1018.00,1016.00
38817,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.25,1016.00,1018.00,1018.00,1016.00
38846,0,0,0.00,0.0.00,-2.76,3.95,1.50,0.00,0.25,-3.46,0.00,1016.00,1018.00,1018.00,1016.00
38937,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.06,1016.00,1018.00,1018.00,1016.00
38965,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.06,1016.00,1018.00,1018.00,1016.00
39045,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.13,1016.00,1018.00,1018.00,1011016.00
39649,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,0.06,1016.00,1018.00,1018.00,1016.00
39780,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.13,1016.00,1018.00,1018.00,1016.00
39859,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,-0.13,1016.00,1018.00,1011018.00,1016.00
39968,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.00,-3.46,0.13,1018.0.00,1020.00,1020.00,1018.00
40423,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
40580,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,-0.25,1017.00,1021.00,1021.00,1017.00
40681,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.25,-3.46,-0.25,1017.00,1021.00,1021021.00,1017.00
41109,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
41238,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
41274,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
41348,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,0.00,1018.00,1020.00,1020.00,1018.018.00
41388,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
41463,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.00,1018.00,1020.0.00,1020.00,1018.00
41841,0,0,0.00,0.00,-2.76,3.9595,1.50,0.00,-0.06,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00
41915,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
41955,0,0,0.0000,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00
42047,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00
42078,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-3.46,0.00,1018.00,1020.00,1020.00,1018.00
42162,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,0.00,1018.00,1020.00,1020.00,1018018.00
42192,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.46,0.00,1018.00,1020.00,1020.00,1018.00
42280,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,-0.13,1018.00,1020.0.00,1020.00,1018.00
42842,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
42883,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.25,1017.00,1021.00,1021.00,1017.00
42997,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
43445,0,0,0.00,0.00,-2.76,3.95,1.50.50,0.00,0.06,-3.46,0.00,1016.00,1018.00,1018.00,1016.00
43621,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1016.00,1018.00,1018.00,1016.00018.00
43651,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
43768,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.00,-3.46,-0.06,1018.00,1020.00,1020.00,1018.0.00
43806,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
44018,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-2.90,0.19,101018.00,1020.00,1020.00,1018.00
44333,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,-0.25,1017.00,1021.00,1021.00,1017.00
44459,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,0.00,1018.00,1020.00,1020.00,1018.00
44489,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.19,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00
44543,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.25,1018.00,1020.01020.00,1020.00,1018.00
44568,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.13,1018.00,1020.00,1020.00,1018.8.00
44605,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.19,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00
44706,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1018.00,1020.000.00,1020.00,1018.00
44925,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.10.06,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
45180,0,0,0.00,0.0.00,-2.76,3.95,1.50,0.00,-0.13,-3.39,0.00,1018.00,1020.00,1020.00,1018.00
45229,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.39,0.00,1018.00,1020.00,1020.00,1018.0018.00
45257,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.39,-0.06,1018.00,1020.00,1020.00,1018.00
45383,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.46,0.19,1018.00,1020.00,1020.00,1018.16.00
45422,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-3.39,0.13,1016.00,1018.00,1018.00,1016.00
45950,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
46070,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.13,-3.39,0.13,1016.00,1018.00,1018.00,1016.00
46102,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.39,0.06,1018.00,1020.00,1020.00,1018.00
46200,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-3.46,0.19,1018.00,1020.00,1020.00,1018018.00
46224,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.06,-3.46,0.25,1018.00,1020.00,1020.00,1018.00
46301,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.13,-3.46,-0.13,1016.00,1018020.00,1020.00,1018.00
46440,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.37,-3.46,0.06.37,1018.00,1020.00,1020.00,1018.00
46670,0,0,0.00,0.00,-2.76,3.93.95,1.50,0.00,-0.06,-3.46,0.00,1018.00,1020.00,1020.00,1018.00
46746,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.00,-3.46,0.00,1018.00,1020.00,1020.00,1018.00
46864,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.46,0.13,1018.00,1020.00,1020.00,1018.00
46895,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.00,-3.46,-0.06,1018.00,1020.00,1020.00,1018.00
46958,0,0,1.50,0.00,-0.06,-3.46,-0.13,1018.00,1020.00,1020.00,1018.00,>0,1020.00,1020.00,1018.00
47102,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-3.46,0.00,1016.00,1018.0.00,1020.00,1018.00
47222,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.19,-3.39,-0.13.19,1018.00,1020.00,1020.00,1018.00
47556,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,0.25,-3.39,0.00,1018.00,1020.00,1020.00,1018.00
47694,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.25,-3.39,-0.06,1018.00,1020.00,1020.00,1018.00
47725,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.39,0.06,1018.00,1020.00,1020.00,1018.00
47793,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.06,-3.39,0.13,1018.00,1020.00,1020.00.00,1018.00
47914,0,0,0.00,0.00,-2.76,3.95,1.50,0.00,-0.19,-3.39,0.31,1016.00.00,1020.00,1020.00,1018.00
48266,0,0,0.00,0.00,-2.2.76,3.95,1.51,0.00,0.06,-3.39,-0.62,1015.00,1019.00,1019.00,1015.00
48364,0,0,0.00,0.00,-2.76,3.95,1.51,0.00,-0.44,-3.46,0.06,1016.00,1018.00,1018.00,1016.00
48520,0,0,0.00,0.00,-2.76,3.95,1.51,0.00,0.25,-3.46,-0.31,1017.00,1021.00,1021.00,1017.00
48572,-2.76,3.95,1.51,0.00,0.37,-3.46,0.19,1016.00,1018.00,1018.00,.37,1015.00,1019.00,1019.00,1015.00
48690,0,0,0.00,0.00,-2.75,3.95,1.52,0.00,0.25-0.06,-3.45,-0.25,1015.00,1019.00,1019.00,1015.00
48716,0,0,0.00,0.00,-2.75,3.95,1.52,0.00,-0.25,-3.45,0.06,1011027.00,1029.00,1029.00,1027.00
48835,0,0,0.00,0.00,-2.75,3.95,1.52,0.00,-0.6-0.44,-3.45,0.62,1102.00,1104.00,1104.00,1102.00
49050,0,0,0.00,0.00,-2.65,3.95,1.53,0.00,-0.13,-3.28,1.19,1176.00,1178.00,1178.00,1176.00
49088,0,0,0.00.00,0.00,-2.61,3.95,1.53,0.00,-1.81,-3.26,1.25,1198.00,1200.00,1200.00,1198.00
49167,0,0,0.00,0.00,-2.54,3.90,1.52,0.00,-1.81,-3.27,2.62,1222.00,1222.00,1222.00,1222.00
49203,0,0,0.00,0.00,-2.54,3.90,1.52,0.00,-0.88,-3.26,-2.81,1233.00,1237.00,1237.00,1233.00
49534,0,0,0.00,0.00,-2.32,4.08,1.53,0.00,-3.31,-3.0-2.95,3.31,1315.00,1315.00,1315.00,1315.00
49854,0,0,0.00,0.00,-2.08,4.46,1.55,0.00,0.56,-2.78,0.06,1321.00,1323.00,1323.00,1321.00
50021,0,0,0.00,0.00,-2.05,4.48,1.55,0.00,-1.25,-2.77,0.31,1333.00,1335.00,1335.00,1333.00
50470,0,0,0.00,0.00,-1.89,4.44.44,1.55,0.00,-2.31,-2.52,1.94,1397.00,1397.00,1397.00,1397.00
50552,0,0,0.00,0.00,-1.75,4.44,1.55,0.00,0.62,-2.37,0.25,1399.00,1401.00,1401.00,1399.00
50664,0,0,0.00,0.00,-1.63,4.41,1.55,0.00,-0.13,-2.28,1.75,1413.00,1413.00,1413.00,1413.00
50706,0,0,0.00,0.00,-1.65,4.41,1.55,0.00,0.44,-2.35,-0.88,1414.00,1416.00,1416.00,1414.00
50901,0,0,0.00,0.00,-1.63,4.42,1.55,0.00,-0.25,-2.33,-2.00,1441.00.00,1444.00,1444.00,1442.00
51156,0,0,0.00,0.00,-1.31,4.41,1.53.53,0.00,0.81,-2.01,0.31,1466.00,1468.00,1468.00,1466.00
51351,0,0,0.00,0.00,-1.04,4.41,1.52,0.00,-0.50,-1.69,0.56,1483.00,1483.00,1483.00,1483.00
51393,0,0,0.00,0.00,-0.94,4.41,1.52,0.00,-2.81,-1.64,3.69,1485.00,1485.00,1485.00,1485.00
51469,0,0,0.00,0.00,-1.05,4.43,1.53,0.00,1.44,-1.66,-3.44,1493.00,1497.00,1497.00,1493.00.00
51504,0,0,0.00,0.00,-1.06,4.43,1.54,0.00,-0.06,-1.70,-1.06,1494.00,1496.00,1496.00,1494.00
51568,-1.00,4.43,1.54,0.00,-0.50,-1.63,1.56,1496.00,1496.00,1496.70,0.50,1496.00,1496.00,1496.00,1496.00
51596,0,0,0.00,0.00,-1.04,4.43,1.54,0.00,3.06,-1.63,0.06,1496.00,1496.08.00,1498.00,1494.00
51707,0,0,0.00,0.00,-1.01,4.42,1.54,0.00,-1.25,-1.68,2.44.25,1501.00,1501.00,1501.00,1501.00
52044,0,0,0.00,0.00,-0.98,4.41,1.54,0.00,-1.19,-1.62,-0.19,1502.00,1502.00,1502.00,1502.00
52141,0,0,0.00,0.00,-0.79,4.43,1.54,0.00,-2.06,-1.51,3.50,1502.00,1502.00,1502.1502.00,1502.00
52170,0,0,0.00,0.00,-0.78,4.43,1.54,0.00,-0.75,-1.49,-0.50,1501.00,1503.00,1503.00,1501.00
52203,0,0,0.00,0.00,-0.78,4.43,1.54,0.00,-0.50,-1.48,0.19,1502.00,1502.00,1502.00,1502.00
52276,0,0,0.00,0.00,-0.69,4.44,1.54,0.00,2.37,-1.35,0.37,1502.00,1502.00,1502503.00,1501.00
52406,0,0,0.00,0.00,-0.70,4.42,1.53,0.00,-2.25,-1.35,1.75,1502.002.00,1502.00,1502.00,1502.00
53158,1,2,259.49,47.15,84.87,1.31,0.87,466.67,-50.31,-212.34,-419.73.92,1211.00,1793.00,1793.00,1211.00
53308,1,3,347.50,57.99,105.87,0.93,0.28,466.67,-189.62,-289.51,-294.92,1223.00,1781.00,1781.00,1223.00
54928,1,0,350.00,57.99,-3.16,4.54,1.28,0.00,-43.50,-4.55,24.69,1509.00,1495.00,1495.00,1509.00
55869,1,0,350.00,57.99,-0.16,4.49,1.20,0.00,-19.44,-1.25,19.25,1508.01509.00,1495.00,1495.00,1509.00
56325,1,0,350.00,57.99,-1.25,4.51,1.24,0.00,11.81,-1.59,-22.75,1433.00,1451.00,1451.00,1433.00
56542,1,0,350.00,57.99,-1.39,4.48,1.23,0.00,-15.63,-2.24,12.00,1124.00,1118.00,1118.00,1124.00
56577,1,0,350.00,57.99,-1.04,4.45,1.21,0.00,-4.37,-1.82,14.00,1033.00,1025.00,1025.00,1033.00
57570,0,0,350.00,57.99,-1.74,4.47,1.24,0.00,-21.12,-2.84,16.87,1019.00,1009.00,1009.00,1019.00
57616,0,0,350.00,57.99,-1.26,4.45,1.23,0.00,-12.25,-2.25,20.12,1020.00,1008.00,1008.00,1020.00
58379,0,0,350.00,57.99,-1.76,4.48,1.27,0.00,1.87,-2.39,-7.50,1010.00,1018.00,1018.00,1010.00
58947,0,0,350.00,57.99,-2.11,4.49,1.25,0.00,-14.19,-2.95,7.50,1015.00,1013.00,1013.00,1015.00
58992,0,0,350.00,57.99,-1.61,4.50,1.24,0.00,-9.94,-2.53,14.38,1018.00,1010.00,1010.00,1018.00
59520,0,0,350.00,57.99,-1.78,4.52,1.25,0.00,3.94,-2.44,2.12,1014.00,1014.00,1014.00,1014.00
59557,0,0,350.00,57.99,-2.05,4.53,1.27,0.00,10.94,-2.55,-7.31,1010.00,1018.00,1018.00,1010.00
60100,0,0,350.00,57.99,-1.74,4.53,1.30,0.00,11.06,-2.14,-13.38,1008.00,1020.00,1020.00,1008.00
60145,0,0,350.00,57.99,-1.91,4.53,1.30,0.00,2.19,-2.59,-5.69,1011.00,1017.00,1017.00,1011.00
60222,0,0,350.00,57.99,-1.82,4.53,1.29,0.00,6.06,-2.43,-0.37,1013.001011.00,1017.00,1017.00,1011.00
60669,0,0,350.00,57.99,-1.19,4.52,1.30,0.00,-6.25,-1.93,2.31,1014.00,1014.00,1014.00,1014.00
60796,0,0,350.00,57.99,-1.61,4.54,1.31,0.00,10.13,-2.15,-11.13,1009.001009.00,1019.00,1019.00,1009.00
61062,0,0,350.00,57.99,-1.87,4.54,1.30,0.00,-7.25,-2.64,7.81,1015.00,1013.00,1013.00,1015.00
61593,0,0,350.00,57.99,-1.64,4.55,1.32,0.00,3.44,-2.29,0.44,1013.00,1015.00,1015.00,1013.00
61937,0,0,350.00,57.99,-1.21,4.55,1.37,0.00,-2.56,-1.94,5.25,1014.00,1014.00,1014.00,1014.00
61978,0,0,350.00,57.99,-1.28,4.55,1.38,0.00,2.69,-1.93,-1.75,1013.00,1015.00,1015.00,1013.00
62639,0,0,350.00,57.99,-1.27,4.54,1.39,0.00,-2.19,-1.99,4.44,1014.00,1014.00,1014.0015.00,1015.00
62855,0,0,350.00,57.99,-1.33,4.54,1.41,0.00,5.87,-1.90,-6.56,1012.00,1018.00,1018.00,1012.00
62991,0,0,350.00,57.99,-1.53,4.53,1.41,0.00,6.00,-2.13,-2.62,1013.00,1017.00018.00,1018.00,1012.00
63202,0,0,350.00,57.99,-1.88,4.52,1.41,0.00,0.88,-2.56,-2.00,1015.00,1019.00,1019.00,1015.00
63237,0,0,350.00,57.99,-1.75,4.52,1.41,0.00,-6.12,-2.56,2.00,1017.00,1017.00,1017.00,1017.00
64133,0,0,350.00,57.99,-0.92,4.47,1.43,0.00,-4.94,-1.66,5.81,1018.00,1016.00,1016.00,1018.00
64479,0,0,350.00,57.99,-1.51,4.44,1.43,0.00,-0.56,-2.22,1.44,1017.00,1017.00,1017.00,1017.00
64510,0,0,350.00,57.99,-1.51,4.43,1.44,0.00,1.62,-2.21,0.13,1016.00,1018.00,1018.00,1016.00
64817,0,0,350.00,57.99,-0.85,4.41,1.44,0.00,-4.62,-1.60,5.87,1018.00,1016.00,1016.00,1018.00
64856,0,0,350.00,57.99,-0.78,4.40,1.45,0.00,0.88,-1.50,2.19,1017.00,1017.00,1017.00,1017.00
65732,0,0,350.00,57.99,-1.08,4.34,1.46,0.00,5.00,-1.61,-5.56,1014.00,1020.00,1020.00,1014.00
66078,0,0,350.00,57.99,-1.21,4.31,1.46,0.00,-0.44,-1.91,0.00,1016.00,1018.00,1018.00,1016.00
66124,0,0,350.00,57.99,-1.14,4.31,1.46,0.00,-3.31,-1.81,2.06,1017.00,1017.00,1017.00,1017.00
66473,0,0,350.00,57.99,-1.09,4.27,1.46,0.00,2.06,-1.70,-3.56,1015.00,1019.00,1019.00,1015.00
66791,0,0,350.00,57.99,-1.21,4.25,1.47,0.00,-0.94,-1.92,-0.37,1016.00,1018.00,1018.00017.00,1017.00
66997,0,0,350.00,57.99,-0.73,4.24,1.46,0.00,-2.37,-1.40,1.81,1017.00,1017.00,1017.00,1017.00
67355,0,0,350.00,57.99,-1.40,4.24,1.48,0.00,0.94,-2.09,-1.31,1194.00,1196.00,1196.00,1194.00
67386,0,0,350.00,57.99,-1.52,4.25,1.48,0.00,2.81,-2.15,-3.44,1205.00,1209.00,1209.00,1205.00
67694,0,0,350.00,57.99,-0.01,4.27,1.51,0.00,-4.62,-0.75,4.81,1284.00,1282.00,1282.00,1284.0284.00
68261,0,0,350.00,57.99,0.42,4.60,1.54,0.00,-5.06,-0.37,6.50,1391.00,1387.00,1387.00,1391.00
68387,0,0,350.00,57.99,0.41,4.63,1.54,0.00,1.44,-0.26,-0.37,1424.00,1424.00,1424.0434.00,1434.00
68956,0,0,350.00,57.99,0.18,4.66,1.57,0.00,3.50,-0.46,0.44,1487.00,1487.00,1487.00,1487.00
69306,0,0,350.00,57.99,-0.17,4.69,1.57,0.00,5.75,-0.71,-1.94,1533.00,1535.00,1535.00,1533.00
69426,0,0,350.00,57.99,-0.30,4.72,1.56,0.00,-4.75,-1.04,5.06,1543.00,1541.01541.00,1541.00,1543.00
69644,0,0,350.00,57.99,-0.09,4.74,1.54,0.00,3.62,-0.63,-0.88,1559.00,1559.00,1559.00,1559.00
69683,0,0,350.00,57.99,-0.35,4.75,1.54,0.00,9.19,-0.80,-7.94,1556.00,1562.00,1562.00,1556.00
71381,0,0,350.00,57.99,-0.14,4.79,1.42,0.00,0.31,-0.78,2.56,1545.00,1545.00,1545.001545.00,1545.00
72380,0,0,350.00,57.99,0.84,4.82,1.40,0.00,-7.12,0.07,7.31,1554.00,1550.00,1550.00,1554.00
72416,0,0,350.00,57.99,0.90,4.80,1.41,0.00,2.69,0.23,3.12,1553.00,1551.00,1551.00,1553.00
73182,1,2,118.58,22.05,45.73,3.07,2.74,466.67,-339.44,-96.5107.41,-146.23,1434.00,1670.00,1670.00,1434.00
73467,1,2,259.01,50.10,92.40,1.55,1.42,466.67,-89.37,-208.90,-394.67,1279.00,1825.00,1825.00,1279.00
73604,1,3,329.70,60.65,113.55,1.26,0.69,466.67,-209.69,-269.05,-277.73,1292.00,1812.00,1812.00,1292.001302.00
74022,1,0,350.00,65.09,63.72,2.29,1.71,0.00,710.37,69.89,-696.31,1317.00,1787.00,1787.00,1317.00
74362,1,0,350.00,65.09,3.45,4.82,1.15,0.00,-240.62,-1.74,249.50,1649.00,1455.00,1455.00,1649.00
74593,1,0,350.00,65.09,3.75,4.57,2.01,0.00,173.69,4.72,-175.44,1486.00,1618.00,1618.00,1486.00
74839,1,0,350.00,65.09,-3.51,5.02,1.34,0.00,-92.37,-6.12,77.87,1578.00,1524.00,1524.00,1578.00
75411,1,0,350.00,65.09,2.14,4.88,1.41,0.00,-52.31,0.46,58.56,1574.00,1528.00,1528.00,1574.00
