millis,armed,flip,phase,sp_r_r,gx,er,sp_r,roll,ch_thr,m1,m2,m3,m4
17185,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17344,0,0,0,0.00,0.13,0.00,0.07,0.12,1011,1012.00,1012.00,1012.00,1012.00
17382,0,0,0,0.00,0.25,00.00,0.07,0.12,1012,1011.00,1011.00,1011.00,1011.00
17420,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17572,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1011.00,1011.00,1011.00,1011.00
17592,0,0,0,0.000,-0.06,0.00,0.07,0.12,1011,1011.00,1011.00,1011.00,1011.00
17648,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17737,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17759,0,0,0,0.00,0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17809,0,0,0,0.00,-0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17847,0,0,0,0.00,-0.19,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17884,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
17985,0,0,0,0.00,0.19,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18035,0,0,0,0.00,0.00,0.00,0.07,0.12,1011,1012.00,1012.00,1012.00,1012.00
18073,0,0,0,0.00,0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18201,0,0,0,0.00,-0.06,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,12.00
18222,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18273,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18310,0,0,0,0.00,-0.31,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18449,0,0,0,0.00,0.13,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
18499,0,0,0,0.00,-0.13,0.00,0.07,0.12,1011,1012.00,1012.00,1012.00,10121.00
18536,0,0,0,0.00,-0.06,0.00,0.07,0.12,1011,1012.00,1012.00,1012.00,1012.00
18664,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1011.00,1011.00,12.00,1012.00
18685,0,0,0,0.00,0.00,0.00,0.07,0.12,1012,1012.00,1012.00,1012.00,1012.00
