millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
88124,0,5.91,5.12,-0.57,-47.75,-1.06,-1.25,5.42,4.51,-0.51,-0.00001115
88160,0,7.07,5.10,-0.57,-29.06,-0.13,-1.94,6.80,4.47,-0.51,-0.00000806
88247,0,6.96,5.10,-0.60,25.12,0.00.50,0.50,6.89,4.47,-0.53,0.00000271
88270,0,5.82,5.12,-0.60,39.94,1.25,0.62,6.58,4.46,-0.53,0.00000422
88382,0,-0.95,5.26,-0.69,65.31,1.56,1.69,-0.38,4.62,-0.61,0.00001240
88504,0,-6.19,5.40,-0.36,31.13,1.50,1.56,-5.96,4.75,-0.28,0.00000819
88590,0,-6.66,5.42,-0.40,-8.81,-1.00,-0.19,-6.84,4.79,-0.33,0.00000080
88730,0,-1.10,5.27,-0.27,-57.31,-0.62,-0.62,-1.71,4.65,-0.21,-0.00000917
88775,0,1.28,5.20,-0.23,-63.25,-2.12,-1.31,0.60,4.59,-0.17,-0.00001162
88843,0,5.14,5.12,-0.43,-33.06,-0.44,1.94,4.37,4.50,-0.32,-0.00000971
88962,0,5.72,5.13,-0.49,11.44,0.88,0.75,5.76,4.49,-0.41,0.00000005
89074,0,1.94,5.20,-0.53,54.13,1.87,1.00,2.39,4.55,-0.46,0.00000881
89117,0,-0.28,5.24,-0.55,58.06,1.56,0.31,0.21,4.59,-0.48,0.00001053
89186,0,-4.09,5.32,-0.54,38.63,0.94,-3.75,-3.80,4.67,-0.51,0.00000938
89233,0,-5.13,5.33,-0.43,18.44,1.00,-2.75,-4.80,4.69,-0.41,0.00000715
89304,0,-5.06,5.31,-0.38,-10.00,-0.19,-0.13,-5.38,4.69,-0.32,0.00000025
89406,0,-27,5.24,-0.32,-42.00,-1.19,-1.19,-2.64,4.62,-0.25,-0.00000640
89459,0,-0.34,5.18,-0.28,-50.81,-1.12,-1.12,-0.90,4.57,-0.22,-0.00000883
89491,0,0.64,5.16,-6,-53.25,-1.37,-0.81,1.09,4.52,-0.19,-0.00001025
89531,0,3.54,5.09,-0.22,-44.06,-1.37,-0.81,3.04,4.47,-0.16,-0.00000942
89570,0,4.85,5.07,-0.31,-27.69,0.00,2.87,4.52,4.44,-0.22,-0.00000716
89647,0,5.40,5.05,-0.37,1.37,-0.06,-0.13,5.40,4.42,-0.30,-0.00000220
89693,0,4.96,5.07,-0.38,11.13,0.69,0.06,5.17,4.42,-0.31,-0.00000000
89754,0,2.96,5.11,-0.41,40.25,0.81,0.69,3.27,4.47,-0.33,0.00000590
89800,0,1.16,5.15,-0.42,48.81,1.69,0.81,2.03,4.49,-0.33,0.00000786
89866,0,-2.03,5.22,-0.48,42.56,0.88,0.69,-1.69,4.58,-0.40,0.00000867
89919,0,-3.44,5.23,-0.50,32.81,1.25,0.56,-3.19,4.59,-0.43,0.00000737
89985,0,-4.82,5.26,-0.40,5.81,-0.19,-0.81,-4.85,4.63,-0.33,0.00000405
90035,0,-4.67,5.26,-0.39,-7.75,0.69,0.00,-4.82,4.63,-0.32,0.00000107
90093,0,-3.78,5.23,-0.37,-24.50,-0.37,-4,-3.85,4.60,-0.30,-0.00000344
90116,0,-2.89,5.21,-0.35,-34.69,-1.25,-0.50,-3.59,4.60,-0.29,-0.00000404
90262,0,2.98,5.09,-0.24,-37.12,-0.44,-0.75,2.55,4.46,-0.18,-0.00000788
90332,0,4.78,5.04,-0.27,-16.12,-0.69,2.19,4.59,4.41,-0.18,-0.00000470
90380,0,5.03,5.05,-0.30,-2.69,0.00,0.81,4.95,4.42,-0.22,-0.00000254
90478,0,2.86,5.07,-0.32,36.63,1.19,0.19,3.14,4.43,-0.25,0.00000539
90543,0,0.87,5.12,-0.34,42.19,1.12,0.37,1.20,4.48,-0.27,0.00000745
90796,0,-3.92,5.22,-0.34,-24.50,-1.06,-0.62,-4.22,4.61,-0.27,-0.00000212
90853,0,-2.74,5.19,-0.32,-33.81,-0.75,-0.81,-3.14,4.57,-0.26,-0.00000511
90880,0,-1.29,5.17,-0.30,-39.44,-1.06,-0.69,-1.74,4.54,-0.23,-0.00000659
90918,0,0.26,5.13,-0.25,-39.94,-0.88,-0.94,-0.19,4.50,-0.19,-0.00000729
91242,0,1.56,5.10,-0.26,36.37.75,0.75,0.88,1.49,4.47,-0.19,0.00000627
91264,0,0.43,5.12,-0.29,39.06,0.94,1.06,1.12,4.47,-0.20,0.00000664
91343,0,-2.26,5.18,-0.31,37.44,0.50,0.62,-1.97,4.55,-0.23,0.00000770
91377,0,-3.50,5.21,-0.31,28.25,1.00,0.44,-3.30,4.56,-0.24,0.00000655
91547,0,-3.59,5.20,-0.31,-19.62,-0.69,-0.62,-3.42,4.57,-0.23,-0.00000362
91605,0,-1.80,5.18,-0.27,-36.06,-0.50,-0.88,-2.22,4.55,-0.21,-0.00000570
91650,0,-0.28,5.13,-0.24,-40.94,-1.44,-0.88,-0.75,4.52,-0.18,-0.00000718
91720,0,2.69,5.07,-0.20,-33.81,-0.81,-0.75,2.30,4.45,-0.13,-0.00000722
91804,0,4.39,5.03,-0.19,-13.50,-0.62,-0.25,4.20,4.41,-0.11,-0.00000411
91961,0,2.62,5.05,-0.19,32.00,0.94,0.37,2.86,4.41,-0.12,0.00000468
92069,0,-1.74,5.15,-0.24,36.88,1.06,0.56,-1.11,4.50,-0.17,0.00000725
92233,0,-2.70,5.17,-0.25,31.81,0.69,0.62,-2.46,4.53,-0.17,0.00000678.00000567
92287,0,-4.33,5.19,-0.25,11.44,0.19,0.00,-4.29,4.56,-0.18,0.00000393
92321,0,-4.42,5.19,-0.26,-2.69,0.00,-0.13,-4.51,4.56,-0.18,0.0000
92348,0,-3.97,5.19,-0.25,-16.56,-0.62,-0.37,-4.33,4.56,-0.19,-0.00000062
92491,0,-0.35,5.10,-0.20,-38.69,-0.75,-0.88,-0.79,4.48,-0.14,-0.00700
92515,0,0.77,5.08,-0.18,-38.63,-0.81,-0.88,-0.04,4.47,-0.12,-0.00000719
92548,0,1.83,5.05,-0.16,-35.69,-0.75,-0.75,1.41,4.43,-0.09,-0.00000714
92640,0,3.87,5.02,-0.14,-17.81,-0.50,-0.31,3.63,4.39,-0.07,-0.00000480
92744,0,3.43,5.01,-0.14,20.00,0.50,0.44,3.56,4.38,-0.07,0.00000163
92792,0,2.42,5.02,-0.15,27.12,0.62,0.44,2.91,4.38,-0.07,0.00000375
92877,0,0.02,5.08,-0.17,38.31,1.00,0.75,0.32,4.44,-0.09,0.00000683
92914,0,-1.46,5.12,-0.18,37.75,1.00,0.75,-1.17,4.48,-0.11,0.00000745
92987,0,-4.32,5.17,-0.20,-10.44,-0.19,-0.25,-4.49,4.54,-0.12,-0.00000011
93385,0,0.37,5.07,-0.13,-39.19,-5,-0.75,0.67,4.44,-0.05,-0.00000723
93439,0,2.72,5.02,-0.08,-30.50,-0.62,-0.69,2.05,4.40,-0.03,-0.00000683
93471,0,3.67,5.01,-0.07,-23.81,-0.44,-0.50,3.17,4.38,0.00,-0.00000567
93658,0,4.26,5.00,-0.07,-0.69,-0.19,-0.13,4.22,4.37,-0.00,-0.00000189
93691,0,3.98,5.00,-0.08,12.06,0.19,0.19,4.04,4.37,-0.00,0.00000053
93892,0,2.08,5.03,-0.08,32.31,0.81,0.56,2.32,4.39,-0.01,0.00000459
93925,0,0.71,5.06,-0.10,35.56,0.81,0.62,1.34,4.41,-0.01,0.00000601
94035,0,-2.99,5.15,-0.16,28.87,0.81,0.44,-2.78,4.51,-0.09,0.00000669
94147,0,-4.34,5.16,-0.15,-2.69,0.00,0.00,-4.44,4.53,-0.08,0.00000133
94310,0,-0.46,5.09,-0.10,-37.25,-0.75,-0.69,-0.89,4.48,-0.04,-0.00000649
94540,0,3.67,5.01,-0.06,10.38,0.31,0.13,3.83,4.38,0.01,0.00000028
94594,0,3.12,5.01,-0.06,21.50,0.44,0.31,3.26,4.38,0.01,0.00000254
94818,0,-3.88,5.18,-0.11,20.19,0.62,0.44,-3.76,4.54,-0.04,0.00000569
94852,0,-4.37,5.18,-0.11,8.56,0.25,0.13,-4.36,4.55,-0.04,0.00000391
94966,0,0.28,5.07,-0.04,-37.38,-0.88,-0.69,-0.15,4.46,0.02,-0.00000685
95005,0,2.30,5.02,0.00,-33.44,-0.75,-0.69,1.60,4.41,0.06,-077
95039,0,2.85,5.01,0.01,-28.25,-0.69,-0.62,2.51,4.39,0.08,-0.00000623
95072,0,3.70,5.00,0.01,-18.87,-0.37,-0.31,3.45,4.37,0.08,-0.00000530
95266,0,4.14,5.00,0.01,2.00,0.13,-0.06,4.10,4.37,0.08,-0.00000136
95505,0,-2.30,5.13,-0.03,31.75,0.75,0.56,-2.07,4.49,0.04,0.00000689
95630,0,-2.48,5.14,-0.02,-28.81,-0.81,-0.75,-2.83,4.52,0.04,-0.00000371
95679,0,-1.21,5.11,0.00,-34.56,-0.75,-0.69,-1.94,4.50,0.06,-00000618
95702,0,3.50,5.01,0.08,-22.37,-0.56,-0.50,3.22,4.38,0.14,-0.00000548
95750,0,4.08,5.00,0.07,-11.56,-0.31,-0.37,3.90,4.37,0.15,-0.00000376
95966,0,3.07,5.01,0.07,23.00,0.62,0.31,3.22,4.37,0.14,0.00000284
96003,0,1.98,5.04,0.07,31.13,0.69,0.44,2.49,4.39,0.14,0.00000431
96324,0,-3.49,5.15,0.01,-17.62,-0.50,-0.37,-3.88,4.52,0.08,-0.00000117
96410,0,2.32,5.01,0.12,-31.31,-0.75,-0.69,1.96,4.39,0.19,-0.00000655
96642,0,4.16,4.99,0.112,4.62,0.19,0.06,4.09,4.36,0.20,-0.00000083
96658,0,4.02,4.99,0.13,7.69,0.31,0.13,4.03,4.36,0.19,-0.00000027
96889,0,1.57,5.04,0.12,32.38,0.75,0.62,1.82,4.40,0.19,0.00000518
96926,0,0.24,5.07,0.11,35.25,0.94,0.62,0.51,4.43,0.18,0.00000626
97078,0,-3.87,5.16,0.08,11.00,0.19,0.25,-3.83,4.53,0.15,0.00000355
97123,0,-3.99,5.15,0.09,-1.19,0.00,-0.06,-4.06,4.52,0.16,0.00000200
97534,0,3.76,4.99,0.19,-17.31,-0.37,-0.56,3.35,4.36,0.26,-0.00000504
97761,0,3.72,4.99,0.18,14.06,0.44,0.25,3.79,4.36,0.26,0.00000103
97807,0,2.91,4.99,0.18,21.56,0.44,0.37,3.29,4.36,0.25,0.00000264
97838,0,2.08,5.01,0.18,31.00,0.81,0.56,2.31,4.38,0.25,0.00000449
98066,0,1.60,5.02,0.22,-34.44,-0.94,-0.62,0.88,4.41,0.29,-0.00000665
98440,0,-0.66,5.07,0.22,-33.06,-0.69,-0.69,-1.05,4.45,0.29,-0.00000561
98534,0,4.14,4.97,0.28,1.81,0.13,-0.13,4.15,4.34,0.34,-0.00000131
98635,0,2.81,4.97,0.27,24.62,0.75,0.37,2.98,4.33,0.34,0.00000335
98740,0,-0.58,5.05,0.25,33.06,0.88,0.69,-0.32,4.41,0.33,0.00000623
98780,0,-1.79,5.08,0.25,30.62,0.75,0.62,-1.27,4.44,0.32,0.00000621
98832,0,-2.05,5.05.09,0.25,20.19,0.56,0.44,-2.62,4.47,0.32,0.00000522
98852,0,-3.21,5.10,0.25,12.69,0.44,-0.06,-3.16,4.47,0.32,0.00000369
99014,0,-1.59,5.06,0.25,-26.62,-0.69,-0.50,-2.19,4.45,0.32,-0.00000391
99095,0,0.59,5.01,0.29,-33.94,-0.81,-0.62,0.19,4.39,0.35,-0.00000628
99137,0,1.86,4.98,0.32,-32.50,-0.81,-0.81,1.48,4.35,0.38,-0.00000650
99203,0,3.77,4.94,0.32,-18.69,-0.44,-0.37,3.54,4.32,0.39,-0.00000528
99366,0,4.21,4.94,0.31,-8.69,-0.13,-0.19,3.98,4.31,0.39,-0.00000368
99425,0,3.96,4.94,0.31,10.81,0.31,0.19,4.00,4.31,0.38,0.00000049
99617,0,1.96,4.98,0.31,28.37,0.69,0.56,2.46,4.33,0.38,0.00000424
99666,0,1.04,5.00,0.31,32.63,0.75,0.56,1.28,4.36,0.38,0.00000552
99824,0,-0.25,5.03,0.30,33.19,0.75,0.62,-0.00,4.39,0.37,0.00000612
99879,0,-2.26,5.07,0.29,25.37,0.56,0.44,-2.08,4.44,0.36,0.00000554
99914,0,-3.03,5.08,0.29,16.69,0.69,0.31,-2.94,4.44,0.36,0.00000436
100229,0,-1.26,5.04,0.30,-29.81,-0.69,-0.62,-1.62,4.42,0.37,-0.00000476
100264,0,-0.01,5.02,0.33,-33.38,-0.69,-0.62,-0.41,4.39,0.39,-0.00000591
100348,0,2.44,4.95,0.36,-29.44,-0.75,-0.50,1.80,4.34,0.43,-0.00000634
100382,0,3.38,4.94,0.36,-24.12,-0.50,-0.56,2.87,4.31,0.44,-0.00000559
100696,0,-3.33,5.07,0.32,12.88,0.44,0.25,-3.18,4.44,0.39,0.00000377
100747,0,-3.47,5.07,0.32,2.19,0.00,-0.13,-3.52,4.44,0.39,0.00000188
100819,0,0.81,4.99,0.36,-32.88,-0.75,-0.56,0.11,4.37,0.42,-0.00000611
100933,0,3.52,4.94,0.37,12.50,0.37,0.13,3.57,4.31,0.44,0.00000083
100977,0,2.79,4.93,0.37,21.50,0.44,0.37,2.94,4.30,0.44,0.00000277
101047,0,1.18,4.96,0.35,30.1.44,0.81,0.50,1.11,4.33,0.42,0.00000533
101065,0,0.57,4.98,0.35,31.81,1.00,0.56,0.81,4.34,0.42,0.00000556
101272,0,-2.76,5.04,0.35,21.44,0.56,0.44,-2.39,4.42,0.42,0.00000531
101503,0,-0.93,5.01,0.37,-29.75,-0.75,-0.62,-1.58,4.40,0.42,-0.00000477
101674,0,0.31,4.99,0.39,-32.44,-0.94,-0.62,-0.38,4.37,0.45,-0.00000580.00000618
101728,0,2.36,4.94,0.41,-27.56,-0.62,-0.62,2.03,4.31,0.47,-0.00000586
101908,0,3.76,4.93,0.41,-10.88,-0.44,-0.31,3.60,4.30,0.48,-0.00000391
101972,0,3.89,4.93,0.41,-0.06,0.00,0.06,3.81,4.30,0.47,-0.00000204
102003,0,3.71,4.93,0.40,8.25,0.13,0.06,3.73,4.30,0.47,-0.00000009
102242,0,-0.12,5.01,0.40,31.81,0.81,0.56,0.12,4.37,0.47,0.00000580
102306,0,-1.31,5.04,0.40,29.75,0.75,0.56,-0.80,4.40,0.47,0.00000595
102419,0,-2.59,5.08,0.40,-19.81,-0.50,-0.50,-2.86,4.45,0.47,-0.00000246
102457,0,-1.64,5.08,0.40,-27.19,-0.50,-0.56,-1.98,4.45,0.47,-0.00000418
102604,0,2.82,4.99,0.44,-21.37,-0.44,-0.44,2.55,4.36,0.52,-0.00000529
102652,0,3.41,4.98,0.44,-14.87,-0.37,-0.37,3.09,4.35,0.52,-0.00000401
102751,0,1.08,5.00,0.44,29.31,0.75,0.37,1.29,4.36,0.51,0.00000486
102789,0,-0.11,5.03,0.44,31.31,0.88,0.62,0.12,4.39,0.51,0.00000566
102889,0,-3.45,5.10,0.43,-8.56,-0.31,-0.13,-3.61,4.47,0.50,-0.00000008
102934,0,-2.88,5.09,0.43,-18.31,-0.62,-0.25,-3.13,4.47,0.50,-0.00000208
102980,0,1.53,5.00,0.49,-29.81,-0.62,-0.75,0.88,4.39,0.55,-0.00000596
103017,0,2.30,4.99,0.50,-25.81,-0.62,-0.44,1.99,4.36,0.57,-0.00000558
103118,0,3.63,4.96,0.50,1.62,0.19,0.00,3.59,4.33,0.57,-0.00000119
103279,0,3.29,4.96,0.49,9.81,0.19,0.13,3.44,4.33,0.57,0.00000036
103579,0,-3.44,5.08,0.49,6.37,0.13,0.25,-3.46,4.45,0.56,0.00000263
103620,0,-3.44,5.08,0.49,-3.81,-0.13,-0.19,-3.56,4.45,0.56,0.00000072
103688,0,-2.29,5.08,0.49,-22.37,-0.50,-0.44,-2.77,4.45,0.56,-0.00000265
103725,0,-1.26,5.06,0.50,-28.69,-0.62,-0.56,-1.87,4.44,0.56,-0.0001
103759,0,-0.08,5.03,0.51,-30.81,-0.94,-0.62,-0.75,4.42,0.57,-0.00000536
103817,0,0.81,5.01,0.53,-30.87,-0.81,-0.62,0.45,4.39,0.59,-0.00000585
104041,0,3.45,4.96,0.53,-12.50,-0.31,-0.31,3.27,4.33,0.61,-0.00000408
104261,0,2.95,4.96,0.53,17.00,0.44,0.19,3.04,4.32,0.60,0.00000191
104309,0,2.10,4.97,0.53,24.37,0.50,0.44,2.48,4.33,0.60,0.00000318
104449,0,-2.27,5.06,0.52,24.94,0.50,0.25,-1.87,4.42,0.59,0.00000534
104497,0,-2.83,5.06,0.53,17.50,0.56,0.19,-2.74,4.43,0.60,0.00000432
104620,0,-0.52,5.04,0.53,-30.25,-0.69,-0.56,-0.87,4.41,0.60,-0.00000513
104912,0,3.67,4.98,0.57,-7.06,-0.19,-0.25,3.50,4.35,0.65,-0.00000272
104956,0,3.63,4.98,0.57,3.25,0.00,0.06,3.60,4.35,0.64,-0.00000088
104990,0,3.25,4.98,0.57,13.13,0.31,-0.06,3.31,4.35,0.64,0.00000104
105138,0,-0.74,5.04,0.57,29.69,0.75,0.56,-0.23,4.40,0.64,0.00000558
105187,0,-1.54,5.07,0.57,26.75,0.62,0.37,-1.35,4.43,0.64,0.00000553
105306,0,-1.97,5.08,0.57,-23.00,-0.50,-0.44,-2.26,4.45,0.64,-0.00000327
105359,0,-0.94,5.07,0.57,-28.37,-0.56,-0.69,-1.28,4.44,0.64,.00000503
105397,0,3.16,4.99,0.59,-19.56,-0.62,-0.44,2.74,4.37,0.67,-0.00000476
105659,0,3.06,4.99,0.59,15.38,0.44,0.31,3.15,4.36,0.66,0.00000157
106006,0,-2.53,5.11,0.57,-13.44,-0.37,-0.37,-2.73,4.48,0.64,-0.00000127
106091,0,2.18,5.03,0.62,-26.75,-0.56,-0.56,1.86,4.40,0.69,-0.00000561
106341,0,3.65,5.01,0.61,7.19,0.13,0.06,3.66,4.39,0.67,-0.00000061
106566,0,1.55,5.04,0.60,25.94,0.62,0.44,2.00,4.39,0.67,0.00000402
106598,0,0.72,5.05,0.60,29.00,0.88,0.56,0.93,4.42,0.67,0.00000500
106754,0,-2.82,5.11,0.60,10.38,0.13,0.25,-2.80,4.48,0.67,0.00000310
106803,0,-3.00,5.10,0.60,0.62,0.00,-0.06,-3.06,4.47,0.67,0.00000146
107211,0,3.43,5.03,0.61,9.94,0.25,0.19,3.47,4.40,0.69,0.00000044
107262,0,2.81,5.02,0.61,18.37,0.56,0.44,3.09,4.40,0.68,0.00000185
107293,0,2.16,5.03,0.61,23.25,0.62,0.37,2.32,4.40,0.68,0.00000338
107449,0,-1.93,5.14,0.61,20.12,0.62,0.25,-1.80,4.51,0.67,0.00000448
107493,0,-2.51,5.14,0.60,11.94,0.37,0.13,-2.47,4.51,0.68,0.00000329
107585,0,-0.57,5.11,0.61,-26.56,-0.75,-0.56,-0.89,4.49,0.68,-0.00000447
107701,0,3.77,5.04,0.63,-1.44,-0.06,-0.06,3.70,4.41,0.70,-0.00000172
107732,0,3.56,5.03,0.63,8.13,0.25,0.06,3.58,4.40,0.70,0.00000006
107920,0,2.18,5.03,0.62,23.31,0.56,0.44,2.33,4.41,0.69,0.000000371
107962,0,1.42,5.05,0.62,26.75,0.75,0.50,1.86,4.40,0.69,0.00000403
107992,0,0.60,5.07,0.62,28.25,0.69,0.44,0.81,4.44,0.69,0.00000488
108867,0,2.67,5.03,0.64,18.81,0.31,0.19,2.79,4.40,0.71,0.00000239
108898,0,1.77,5.04,0.65,24.75,0.69,0.50,2.18,4.40,0.71,0.00000348
109060,0,-2.63,5.11,0.64,-8.56,-0.25,-0.31,-2.84,4.48,0.71,0.00000008
109278,0,-1.27,5.11,0.64,-21.87,-0.44,-0.44,2.00,4.41,0.73,-0.00000538
109561,0,1.18,5.06,0.65,26.44,0.75,0.50,1.37,4.42,0.71,0.00000429
109592,0,0.11,5.09,0.64,27.56,0.75,0.56,0.31,4.45,0.72,0.00000496
109629,0,-2.79,5.12,0.65,5.06,0.13,0.00,-2.81,4.49,0.71,0.00000255
109691,0,-2.75,5.12,0.65,-1.87,-0.13,-0.06,-2.88,4.49,0.71,0.00000088
110214,0,2.98,5.04,0.66,11.63,0.37,0.13,3.18,4.40,0.73,0.00000087
110254,0,2.46,5.03,0.65,19.31,0.56,0.37,2.58,4.40,0.73,0.00000252
110305,0,1.56,5.04,0.66,24.75,0.56,0.44,1.74,4.41,0.72,0.00000381
110634,0,1.23,5.06,0.66,-26.37,-0.50,-0.62,0.91,4.43,0.73,-0.00000524
110746,0,3.25,5.04,0.66,-7.87,-0.25,-0.19,3.11,4.41,0.74,-0.00000313
111367,0,-1.66,5.11,0.66,-19.31,-0.31,-0.31,-2.12,4.48,0.73,-0.00000266
111810,0,3.17,5.02,0.68,6.12,0.25,0.19,39,4.39,0.75,0.00000149
111831,0,2.56,5.02,0.67,16.19,0.31,0.31,2.49,4.39,0.74,0.00000229
111865,0,1.98,5.02,0.68,19.31,0.50,0.31,2.31,4.39,0.75,0.00000267
111897,0,1.30,5.03,0.67,24.31,0.50,0.44,1.47,4.40,0.75,0.00000389
112086,0,-0.47,5.05,0.67,25.94,0.62,0.56,-0.29,4.42,0.75,0.00000489
112135,0,-1.42,5.08,0.67,23.12,0.62,0.37,-1.27,4.44,0.75,0.00000480
112277,0,-2.64,5.09,0.67,-8.19,-0.19,-0.19,-2.78,4.46,0.74,-0.00000033
112364,0,-1.35,5.08,0.68,-22.19,-0.69,-0.37,1.75,4.41,0.75,-0.00000466
112586,0,3.02,5.03,0.68,-6.62,-0.13,-0.13,2.89,4.40,0.75,-0.00000244
112700,0,-0.45,5.08,0.67,25.75,0.69,0.50,-0.26,4.44,0.75,0.00000486
112742,0,-2.94,5.09,0.67,2.25,0.06,-0.13,-2.99,4.46,0.75,0.00000168
112792,0,-2.81,5.09,0.67,-6.37,-0.06,-0.19,-2.95,4.46,0.75,0.00000008
113057,0,2.51,5.04,0.70,-17.44,-0.50,-0.37,2.27,4.42,0.77,-0.00000417
113205,0,2.51,5.03,0.69,15.00,0.37,0.31,2.59,4.41,0.76,0.00000170
113253,0,1.77,5.03,0.69,20.81,0.56,0.37,1.90,4.40,0.77,0.00000282
113285,0,1.09,5.03,0.69,24.06,0.50,0.44,1.26,4.40,0.77,0.00000388
113320,0,-2.37,5.09,0.69,14.13,0.62,0.31,-2.30,4.45,0.76,0.00000359
113664,0,2.42,5.03,0.71,-18.37,-0.50,-0.44,2.17,4.40,0.78,-0.00000428
113897,0,2.92,5.03,0.70,5.25,0.19,0.25,2.90,4.40,0.77,-0.00000023
113946,0,2.49,5.02,0.70,13.50,0.19,0.06,2.56,4.39,0.77,0.00000145
113975,0,2.00,5.03,0.70,18.25,0.44,0.44,2.11,4.40,0.77,0.00000250
114154,0,-1.47,5.07,0.70,-20.87,-0.50,-0.50,-1.75,4.45,0.77,-0.00000316
114269,0,1.39,5.06,0.71,-23.75,-0.56,-0.44,0.85,4.44,0.78,-0.00000485
114622,0,-2.33,5.08,0.69,-11.63,-0.37,-0.25,-2.51,4.44,0.77,-0.00000070
115234,0,2.54,5.04,0.70,14.06,0.44,0.19,2.61,4.41,0.77,0.00000147
115333,0,0.27,5.06,0.70,24.62,0.50,0.50,0.44,4.43,0.77,0.00000436
115375,0,-0.66,5.08,0.70,23.37,0.62,0.44,-0.28,4.44,0.77,0.00000454
115393,0,-0.89,5.09,0.70.70,18.69,0.44,0.31,-1.38,4.46,0.77,0.00000427
115535,0,-2.55,5.10,0.70,-2.00,0.06,0.06,-2.64,4.47,0.77,0.00000111
115822,0,2.78,5.05,0.69,-15.13,-0.31,-0.31,2.45,4.42,0.76,-0.00000375
115882,0,2.17,5.04,0.68,15.56,0.37,0.31,2.43,4.41,0.75,0.00000194
115913,0,1.60,5.04,0.69,21.00,0.62,0.44,1.73,4.41,0.75,0.00000314
115958,0,0.70,5.06,0.68,24.00,0.69,0.44,0.86,4.43,0.76,0.00000398
115975,0,0.4,5.08,0.69,23.62,0.56,0.44,-0.08,4.46,0.76,0.00000450
116013,0,-0.91,5.09,0.68,22.69,0.56,0.44,-0.77,4.45,0.75,0.00000444
116044,0,-1.69,5.09,0.68,18.25,0.44,0.44,-1.40,4.46,0.75,0.00000418
116208,0,-2.34,5.09,0.68,9.88,0.19,0.25,-2.20,4.46,0.75,0.00000308
116743,0,1.65,5.08,0.68,-22.25,-0.50,-0.37,1.37,4.46,0.76,-0.00000461
116897,0,2.90,5.06,0.67,7.06,0.00,0.06,2.96,4.44,0.74,-0.00000025
116940,0,2.57,5.07,0.67,12.50,0.31,0.31,2.63,4.43,0.74,0.00000128
117157,0,0.39,5.07,0.67,23.94,0.62,0.37,0.56,4.43,0.74,0.00000427
117204,0,-0.51,5.08,0.67,22.87,0.44,0.31,-0.36,4.44,0.74,0.00000437
117337,0,-2.22,5.08,0.67,5.37,-0.06,0.,-1.26,4.44,0.74,-0.00000304
117423,0,0.76,5.06,0.66,-24.19,-0.50,-0.44,0.47,4.43,0.74,-0.00000460
117932,0,-1.86,5.05,0.65,-12.50,-0.37,-0.31,-2.05,4.42,0.72,-0.00000141
118228,0,2.53,4.99,0.64,12.69,0.31,0.19,2.59,4.36,0.70,0.00000133
118323,0,0.38,5.01,0.63,23.12,0.69,0.44,0.53,4.37,0.71,0.00000411
118356,0,-0.51,5.02,0.63,22.37,0.50,0.31,-0.36,4.39,0.70,0.00000432
118589,0,2.90,5.00,0.62,-10.94,-0.37,-0.31,2.73,4.37,0.70,-0.00000310
118655,0,3.13,4.99,0.62,-1.62,-0.06,0.00,3.05,4.36,0.69,-0.00000155
118797,0,1.48,4.98,0.62,20.62,0.56,0.44,1.61,4.36,0.68,0.00000321
118959,0,0.61,4.99,0.61,22.62,0.56,0.50,0.76,4.36,0.69,0.00000388
118992,0,0.39,4.99,0.62,21.81,0.56,0.44,-0.34,4.37,0.68,0.00000424
119223,0,-2.12,5.00,0.61,7.81,0.25,0.00,-2.11,4.37,0.68,0.00000236
119258,0,-2.23,5.00,0.62,0.06,0.06,-0.06,-2.30,4.37,0.69,0.00000099
119512,0,2.06,4.99,0.61,-19.31,-0.56,-0.44,1.81,4.36,0.68,-0.00000439
119619,0,3.05,4.99,0.60,-1.12,-0.06,0.00,2.97,4.36,0.67,-0.00000136
120114,0,-2.21,5.02,0.60,5.25,0.19,0.06,-2.20,39,0.66,-0.00000318
120146,0,-0.60,5.02,0.59,-21.37,-0.56,-0.31,-0.87,4.39,0.67,-0.00000353
120266,0,1.88,5.01,0.59,-18.50,-0.44,-0.37,1.45,4.38,0.67,-0.00000421
120319,0,2.66,5.00,0.59,-9.88,-0.25,-0.31,2.50,4.37,0.67,-0.00000290
120455,0,2.37,5.00,0.59,11.75,0.25,0.19,2.42,4.37,0.65,0000247
120499,0,1.58,5.00,0.59,18.56,0.44,0.31,1.69,4.37,0.66,0.00000300
120518,0,0.98,5.01,0.58,20.87,0.69,0.25,1.12,4.37,0.65,0.00000331
120548,0,0.35,5.01,0.58,22.19,0.56,0.50,0.49,4.38,0.65,0.00000392
120728,0,-1.61,5.02,0.59,-14.75,-0.56,-0.31,-1.82,4.39,0.66,-0.00000167
120920,0,2.78,4.99,0.58,1.62,0.06,-0,2.59,4.36,0.64,0.00000048
120979,0,2.46,4.99,0.57,10.63,00.37,0.25,2.39,4.36,0.64,0.00000129
120999,0,2.06,4.99,0.57,14.81,0.44,0.37,2.13,4.36,0.64,0.00000190
121028,0,1.36,4.99,0.57,18.50,0.56,0.50,1.66,4.36,0.64,0.00000277
121105,0,-0.11,5.00,0.57,21.94,0.69,0.37,0.04,4.36,0.64,0.00000404
121137,0,-0.91,5.01,0.57,20.37,0.37,0.31,-0.59,4.38,0.64,0.00000409
