millis,armed,roll,pitch,yaw,gx,gy,gz,err_roll,err_pitch,err_yaw,u2
19211,1,2.56,5.17,-1.09,6.75,-0.13,-1.19,2.56,4.33,-1.03,0.00000055
19246,1,2.33,5.17,-1.04,5.00,-0.69,0.13,4.20,4.34,-0.97,-0.00000010
19610,1,-0.74,5.26,-0.82,19.12,0.69,-2.31,34.65,4.41,-0.79,-0.00000638
19673,1,-2.35,5.29,-0.66,18.50,0.50,-2.94,32.83,4.45,-0.62,-0.00000498
19727,1,-2.61,5.30,-0.62,-0.13,-0.81,-0.88,32.39,4.47,-0.56,-0.00000813
19799,1,-1.63,5.27,-0.57,-13.44,-0.94,0.56,33.24,4.44,-0.49,-0.00001186
19840,1,-1.29,5.27,-0.56,-5.75,-0.31,-0.50,31.07,4.43,-0.50,-0.00001007
19922,1,-0.83,5.25,-0.52,-10.19,-0.31,-1.87,11.74,4.62,-0.47,-0.00000434
20006,1,0.38,5.24,-0.43,-15.19,-0.06,-0.69,0.16,4.61,-0.37,-0.00000312
20377,1,3.56,5.17,-0.68,0.06,-0.31,-0.25,3.49,4.54,-0.61,-0.00000029
20485,1,2.68,5.19,-0.73,12.56,0.19,-0.19,2.73,4.56,-0.66,0.00000184
20531,1,2.35,5.21,-0.75,8.13,0.56,1.06,2.40,4.58,-0.67,0.00000127
20597,1,2.87,5.20,-0.75,-14.06,-0.19,-0.50,2.67,4.58,-0.69,-0.00000299
20646,1,3.33,5.21,-0.75,-8.63,-0.56,-0.37,3.18,4.58,-0.69,-0.00000290
20745,1,3.20,5.21,-0.77,2.31,-0.25,-0.06,3.15,4.58,-0.71,-0.00000010
20807,1,3.28,5.21,-0.78,-3.25,0.25,0.00,3.18,4.58,-0.71,-0.00000133
20924,1,3.38,5.21,-0.79,4.12,0.06,-0.50,3.35,4.58,-0.72,-0.00000040
20969,1,3.18,5.21,-0.78,5.75,0.31,0.37,3.16,4.58,-0.71,0.00000009
21071,1,3.44,5.20,-0.78,-7.87,0.06,0.94,3.30,4.57,-0.70,-0.00000239
21116,1,3.64,5.21,-0.83,-3.25,0.00,1.06,3.54,4.58,-0.75,-0.00000184
21180,1,3.62,5.21,-0.87,0.25,0.19,0.19,3.52,4.58,-0.81,-0.00000072
21221,1,3.78,5.21,-0.88,-6.81,0.13,1.12,3.64,4.58,-0.80,-0.00000204
21282,1,4.28,5.22,-0.93,1.12,0.00,0.25,4.22,4.59,-0.86,-0.00000148
21335,1,4.01,5.21,-0.94,11.19,0.44,0.69,4.12,4.58,-0.85,-0.00000013
21534,1,2.64,5.25,-1.01,-0.19,0.81,0.81,2.57,4.61,-0.93,-0.00000083
21647,1,3.11,5.25,-1.07,-13.50,0.44,0.19,2.81,4.63,-1.00,-0.00000231
21692,1,3.82,5.23,-1.07,-19.50,-1.06,-0.44,3.38,4.62,-1.00,-0.00000420.00000438
21756,1,4.69,5.23,-1.13,-3.19,0.37,1.19,4.59,4.60,-1.05,-0.00000274
21801,1,4.49,5.23,-1.12,8.75,0.06,-0.94,4.50,4.60,-1.06,-0.00000000
21869,1,3.83,5.23,-1.14,5.00,0.37,0.56,3.81,4.60,-1.06,0.00000023
21900,1,3.75,5.24,-1.19,0.56,-0.25,1.44,3.68,4.60,-1.11,-0.00000066
21964,1,3.60,5.26,-1.31,5.75,-0.19,2.81,5.41,4.41,-1.22,-0.00000072
22075,1,2.85,5.25,-1.26,2.06,0.25,-0.62,37.86,4.41,-1.19,-0.00000981
22308,1,-0.90,5.29,-1.00,16.06,0.25,-2.44,25.36,4.44,-0.95,-0.00000346
22423,1,-0.65,5.28,-0.95,-15.06,-0.56,0.19,-1.00,4.66,-0.88,-0.00000176
22487,1,0.77,5.27,-0.90,-32.06,-0.56,-0.62,0.39,4.64,-0.84,-0.00000549
22554,1,3.79,5.23,-0.91,-38.81,-0.25,0.19,3.34,4.60,-0.83,-0.00000845
22595,1,5.00,5.22,-0.89,-25.00,-0.62,-0.75,4.69,4.39,-0.82,-0.00000754
22679,1,5.63,5.23,-0.84,0.19,0.81,-1.12,5.59,4.37,-0.78,-0.00000195
22719,1,5.54,5.22,-0.84,3.25,-0.75,0.19,5.50,4.38,-0.77,-0.00000093
22911,1,2.94,5.28,-1.06,7.56,0.00,0.44,2.94,4.44,-0.99,0.00000090
23023,1,3.28,5.28,-1.04,-8.00,-0.25,0.37,3.13,4.65,-0.97,-0.00000237
23139,1,4.34,5.28,-1.03,-9.56,0.37,-0.62,4.08,4.65,-0.98,-0.00000275
23255,1,5.01,5.27,-1.07,0.88,0.06,-0.13,4.94,4.64,-1.00,-0.00000159
23295,1,4.80,5.28,-1.07,6.06,-0.25,0.75,4.86,4.44,-1.00,-0.00000038
23364,1,4.47,5.29,-1.09,3.81,-0.56,1.62,4.45,4.45,-1.00,-0.00000047
23396,1,4.35,5.30,-1.09,3.50,0.56,-0.06,4.31,4.67,-1.02,-0.00000063
23458,1,3.98,5.30,-1.11,8.19,0.06,0.06,3.99,4.46,-1.05,0.00000050
23604,1,3.68,5.31,-1.23,-4.56,0.06,0.06,3.51,4.69,-1.16,-0.00000173
23647,1,3.82,5.30,-1.25,-5.81,-0.75,0.88,3.70,4.68,-1.18,-0.00000187
23713,1,4.21,5.31,-1.28,-4.69,0.13,0.56,4.09,4.68,-1.22,-0.00000174
23754,1,4.38,5.31,-1.28,-4.06,-0.50,0.13,8.08,4.47,-1.21,-0.00000311
23819,1,4.53,5.32,-1.28,2.37,-0.19,-0.06,25.27,4.48,-1.21,-0.00000703
23867,1,4.27,5.31,-1.31,9.38,0.13,1.31,38.74,4.47,-1.22,-0.00000943
23927,1,3.26,5.32,-1.33,20.00,0.31,-0.19,38.45,4.48,-1.26,-0.00000729
23973,1,2.33,5.33,-1.33,26.69,0.00,0.19,37.59,4.49,-1.26,-0.00000585
24040,1,0.93,5.33,-1.25,28.62,-0.19,-1.44,36.20,4.49,-1.20,-0.00
24076,1,0.15,5.34,-1.18,25.81,0.94,-2.50,32.04,4.49,-1.13,-0.00000385
24106,1,-0.59,5.35,-1.18,15.19,-0.25,0.06,18.84,4.50,-1.10,-0.00000154
24213,1,-0.64,5.35,-1.22,-16.31,-0.31,-0.31,-0.87,4.50,-1.15,-0.00000196
24280,1,1.99,5.32,-1.20,-43.25,-0.37,-0.44,1.50,4.69,-1.12,-0.00000817
24330,1,3.63,5.30,-1.15,-40.63,0.31,-2.62,3.17,4.67,-1.10,-0.00000878
24400,1,5.82,5.25,-0.86,-19.56,0.13,-2.94,5.39,4.62,-0.84,-0.00000555
24438,1,6.17,5.24,-0.81,-7.87,0.13,-1.25,6.02,4.61,-0.76,-0.00000391
24518,1,5.80,5.26,-0.83,13.50,0.31,0.56,5.87,4.63,-0.76,0.00000043
24562,1,5.16,5.26,-0.88,18.06,0.50,1.19,5.43,4.64,-0.78,0.00000154
24685,1,3.19,5.30,-1.04,7.87,1.25,1.25,3.20,.68,-1.01,-0.00000030
24755,1,3.21,5.31,-1.14,-5.62,-0.19,-0.06,3.09,4.68,-1.07,-0.00000167
24794,1,3.43,5.31,-1.14,-5.31,0.75,-0.88,3.53,4.67,-1.08,-0
24830,1,3.69,5.30,-1.16,-7.19,-1.25,1.06,3.55,4.68,-1.08,-0.00000221
24890,1,4.13,5.30,-1.16,-15.13,-0.06,0.69,3.91,4.67,-1.08,-0.00000285
24977,1,5.45,5.32,-1.41,-1.44,0.31,3.44,5.37,4.69,-1.30,-0.00000222
25024,1,5.29,5.31,-1.43,5.81,0.06,-1.87,5.27,4.68,-1.38,-0.00000070
25086,1,5.03,5.33,-1.41,2.87,0.56,1.44,4.99,4.70,-1.32,-0.00000099
25126,1,4.87,5.31,-1.40,5.25,0.94,-1.12,4.84,4.67,-1.34,-0.00000040
25178,1,4.80,5.3231,-1.37,8.94,0.13,-2.06,4.50,4.68,-1.32,0.00000035
25295,1,4.31,5.30,-1.36,-2.75,0.56,0.06,4.21,4.67,-1.29,-0.00000163
25441,1,4.72,5.30,-1.38,3.56,-1.00,-1.19,4.68,4.68,-1.32,-0.00000075
25484,1,4.64,5.31,-1.35,0.31,0.06,0.25,4.57,4.68,-1.28,-8
25520,1,4.71,5.31,-1.37,-2.56,0.62,1.00,4.83,4.67,-1.28,-0.00000165
25554,1,4.80,5.30,-1.38,-2.06,-0.62,-0.19,4.69,4.68,-1.31,-0.00000181
25601,1,4.76,5.30,-1.38,3.25,0.37,0.13,4.72,4.67,-1.31,-0.00000108
25669,1,4.41,5.31,-1.34,2.75,-0.19,-1.25,4.59,4.68,-1.29,-0.00000047
25715,1,4.45,5.31,-1.34,-2.44,0.13,0.50,4.36,4.68,-1.27,-0.00000149
25782,1,4.71,5.31,-1.34,-0.81,-0.50,0.25,4.85,4.68,-1.27,-0.00000178
25822,1,4.68,5.31,-1.35,1.25,0.44,-0.81,4.62,4.68,-1.29,-0.00000113
25886,1,4.624.63,5.31,-1.34,-0.81,0.13,-0.19,4.76,4.68,-1.27,-0.00000129
25985,1,4.75,5.31,-1.34,-0.44,0.50,-0.13,4.89,4.68,-1.27,-0.00000153
26138,1,4.61,5.31,-1.34,-2.00,-0.44,0.13,4.52,4.68,-1.27,-0.00000148
26182,1,4.69,5.31,-1.34,-0.94,-0.19,0.13,4.58,4.68,-1.27,-06
26215,1,4.66,5.31,-1.35,1.00,0.00,0.00,4.83,4.68,-1.27,-0.00000136
26247,1,4.61,5.31,-1.35,1.69,0.00,-0.50,4.56,4.68,-1.28,-0.00000094
26288,1,4.55,5.31,-1.35,1.19,-0.06,0.13,4.70,4.68,-1.28,-0.00000097
26357,1,4.63,5.31,-1.35,-1.06,-0.13,-0.13,4.54,4.47,-1.28,-0.00000164
26402,1,4.67,5.32,-1.38,-1.50,0.13,1.37,0.95,4.40,-1.30,-0.00000057
26461,1,4.71,5.32,-1.41,-0.81,-0.31,0.75,-27.08,4.48,-1.34,0.00000744
26507,1,4.85,5.31,-1.38,-5.75,0.19,-1.19,-30.25,4.48,-1.33,0.00000786
26591,1,5.99,5.31,-1.38,-24.25,-0.19,-0.62,-29.25,4.48,-1.32,0.00000404
26708,1,8.67,5.28,-1.28,-16.00,0.06,-2.06,8.45,4.45,-1.22,-0.00000539
26820,1,8.25,5.29,-1.21,31.81,-0.44,0.00,8.75,4.45,-1.14,0.00000084
26937,1,4.41,5.28,-0.88,30.37,0.06,-1.69,4.63,4.44,-0.83,0.00000473
26973,1,3.40,5.29,-0.77,25.75,0.88,-3.00,3.80,4.43,-0.74,0.00000396
27047,1,2.75,5.30,-0.73,-1.56,0.00,1.06,2.67,4.46,-0.66,-0.00000018
27090,1,3.17,5.30,-0.74,-13.56,0.50,0.31,2.97,4.46,-0.67,-0.00000274
27158,1,4.41,5.29,-0.74,-17.25,0.69,0.37,4.01,4.44,-0.67,-0.00000430
27196,1,4.93,5.26,-0.73,-18.25,-0.37,0.37,4.69,4.63,-0.66,-0.00000450
27273,1,6.11,5.26,-0.74,-7.81,-0.13,-0.44,5.96,4.43,-0.68,-0.00000368
27320,1,6.17,5.25,-0.76,2.25,0.19,1.31,6.12,4.62,-0.67,-0.00000218
27512,1,4.85,5.28,-0.92,5.06,0.56,-1.00,4.88,4.45,-0.87,-0.00000058
27591,1,4.47,5.29,-0.89,2.06,-0.50,0.69,4.42,4.45,-0.81,-0.00000055
27640,1,4.60,5.29,-0.89,-6.00,0.31,1.19,4.46,4.45,-0.81,-0.00000168
27671,1,4.89,5.29,-0.93,-7.94,-0.31,0.62,4.66,4.45,-0.85,-0.00000268
27741,1,4.92,5.29,-0.93,3.37,0.56,0.44,4.89,4.66,-0.86,-0.00000080
27785,1,4.80,5.29,-0.91,2.19,0.13,-0.75,4.75,4.45,-0.85,-0.00000056
27853,1,5.10,5.29,-0.94,-7.25,0.00,0.69,4.96,4.45,-0.86,-0.00000263
27895,1,5.22,5.29,-0.96,-0.37,0.25,-0.19,5.15,4.66,-0.89,-0.00000186
27939,1,5.20,5.29,-0.9693,8.56,-0.13,-2.62,4.96,4.45,-0.88,0.00000003
28055,1,4.88,5.28,-0.92,-5.31,-0.69,-0.31,4.75,4.65,-0.86,-0.00000226
28205,1,4.52,5.29,-0.91,-2.12,0.00,0.25,4.44,4.45,-0.84,-0.00000130
28316,1,5.11,5.29,-0.92,-2.44,0.06,-0.13,5.01,4.45,-0.84,-0.00000199
28481,1,5.05,5.29,-0.92,4.00,0.37,-0.19,5.02,4.45,-0.84,-0.00000091
28536,1,5.00,5.29,-0.93,-4.44,0.31,0.69,4.86,4.44,-0.84,-0.00000168
28568,1,5.15,5.29,-0.93,-5.12,0.06,0.13,5.04,4.45,-0.86,-0.00000248
28863,1,5.13,5.28,-0.88,2.25,0.56,0.50,5.09,4.44,-0.81,-0.00000093
28897,1,5.11,5.28,-0.89,0.13,-0.37,0.06,5.02,4.44,-0.83,-0.00000106
29004,1,5.91,5.28,-0.96,-7.12,-0.13,-0.37,5.77,4.44,-0.89,-0.00000314
29039,1,6.50,5.26,-0.94,-22.44,-1.31,-1.69,6.05,4.44,-0.88,-0.45
29093,1,8.34,5.20,-0.81,-52.56,-1.12,-3.75,7.12,4.61,-0.80,-0.00000944
29239,1,36.43,3.59,0.03,0.19,7.63,6.50,36.35,2.87,0.11,-0.00001298
29351,1,20.24,4.48,0.20,213.06,10.88,-4.62,22.23,3.77,0.19,0.00002919
29464,1,-0.72,5.17,-0.22,147.06,-4.06,4.62,0.63,4.58,-0.11,0.00002997
29580,1,-4.52,5.48,-0.11,-41.19,0.44,0.31,-5.51,4.68,-0.04,-0.00000421
29626,1,-1.05,5.39,-0.06,-98.31,0.50,-2.56,-3.14,4.53,-0.04,-0.0
29663,1,2.67,5.25,-0.11,-136.12,-8.81,5.56,1.29,4.71,0.02,-0.00002403
29698,1,7.88,5.25,-0.56,-128.06,2.75,10.81,6.58,4.37,-0.39,-0.00002664
29898,1,7.49,5.20,-0.56,65.00,-1.12,1.87,8.66,4.59,-0.44,0.00000950
29933,1,5.72,5.26,-0.56,61.87,2.12,-1.87,6.24,4.61,-0.52,0.00000941
30052,1,1.83,5.35,-0.02,8.81,0.94,-1.31,1.88,4.74,0.05,0.00000248
30084,1,1.87,5.35,-0.06,-2.62,3.19,0.37,1.77,4.48,0.02,-0.00000069
30148,1,3.58,5.33,-0.12,-33.06,1.69,0.37,2.81,4.48,-0.06,-0.00000588
30190,1,5.48,5.29,-0.12,-50.38,-0.37,-0.69,4.41,4.66,-0.07,-0.00001005
30272,1,8.32,5.23,-0.16,-25.50,1.94,2.06,8.00,4.37,-0.07,-0.00000782
30319,1,8.84,5.19,-0.20,-4.69,-0.75,1.06,8.72,4.35,-0.11,-0.00000446
30383,1,7.67,5.26,-0.29,28.81,1.25,1.75,7.88,4.61,-0.20,0.00000254
30425,1,6.67,5.27,-0.28,20.31,-0.25,-0.19,6.80,4.64,-0.21,0.00000267
30469,1,6.49,5.27,-0.29,17..19,-0.69,0.62,6.04,4.46,-0.25,0.00000028
30488,1,5.98,5.2.30,-0.37,5.31,0.56,2.00,5.91,4.66,-0.27,-0.00000064
30585,1,5.06,5.34,-0.49,15.38,-0.56,1.50,5.14,4.50,-0.40,0.00000100
30617,1,4.53,5.36,-0.51,11.19,0.75,-0.37,4.57,4.51,-0.44,0.00000107
30736,1,5.67,5.34,-0.51,-29.00,0.88,-0.13,5.32,4.49,-0.45,-0.00000646
30849,1,7.21,5.35,-0.68,4.62,1.12,-0.81,7.19,4.69,-0.62,-0.00000239
30890,1,6.79,5.33,-0.68,12.63,-0.81,0.00,6.97,4.70,-0.61,-0.00000008
30937,1,6.41,5.33,-0.66,5.37,-0.62,-0.31,6.39,4.71,-0.59,-0.-0.00000077
30955,1,6.34,5.36,-0.69,0.56,0.88,1.00,6.27,4.50,-0.61,-0.00000129
31002,1,6.43,5.34,-0.72,-3.37,-1.19,0.81,6.31,4.50,-0.63,-0.00000230
31395,1,6.72,5.35,-0.72,-13.38,-0.69,0.37,6.52,4.72,-0.65,-0.00000481
31510,1,6.14,5.37,-0.76,8.31,-0.13,-1.0.69,6.07,4.74,-0.69,-0.00000015
31529,1,6.09,5.37,-0.76,-0.44,0.56,-0.19,6.02,4.74,-0.69,-0.00000091
31759,1,6.86,5.36,-0.78,-1.87,0.50,-0.19,6.75,4.52,-0.70,-0.00000246
31806,1,6.70,5.37,-0.79,7.56,0.00,0.88,6.70,4.52,-0.71,-0.00000047
31871,1,6.13,5.36,-0.74,-3.44,0.00,0.75,6.05,4.73,-0.66,-0.00000054
31904,1,6.62,5.36,-0.74,-14.25,-0.37,0.00,6.26,4.52,-0.66,-0.00000394
31982,1,7.42,5.38,-0.86,-3.31,-0.19,1.00,7.32,4.54,-0.78,-0.00000321
32020,1,7.27,5.38,-0.86,8.25,0.37,0.56,7.28,4.75,-0.79,-0.00000163
32225,1,5.82,5.07,-0.75,3.12,-0.62,0.06,5.78,4.23,-0.69,-0.00000042
32262,1,6.10,5.07,-0.75,-12.75,0.50,0.37,5.91,4.44,-0.68,446
32316,1,6.72,5.06,-0.75,-16.06,-0.31,0.62,6.33,4.43,-0.68,-0.00000477
32349,1,7.39,5.05,-0.77,-17.31,-0.81,0.19,6.98,4.22,-0.70,-0.00000507
32458,1,32.55,2.84,1.03,-238.37,-8.75,5.37,30.18,2.25,1.20,-0.00005144
32501,1,42.68,2.49,0.41,-268.19,-15.81,4.87,40.01,1.94,0.61,-0.00005932
32573,1,56.95,2.11,0.12,-83.37,0.44,-6.75,54.88,1.61,0.11,-0.00004388
32688,1,37.74,4.27,-0.08,367.56,-0.06,8.63,41.22,3.59,0.06,0.00005122
32808,1,-2.60,5.13,-0.45,246.62,1.62,16.81,2.36,4.43,-0.01,0.00005441
32858,1,-9.52,5.02,-0.57,165.00,-4.56,0.75,-6.74,4.43,-0.54,0.0005
32890,1,-11.71,5.38,-0.16,45.75,8.13,-13.63,-11.13,4.53,-0.33,0.00001528
33073,1,11.62,4.98,-0.27,-174.81,-9.19,-7.87,9.86,4.24,-0.25,-0.00003853
33093,1,13.13,4.88,-0.19,-90.31,-1.87,-9.69,15.37,4.18,0.07,-0.00002811
33143,1,18.01,4.59,0.16,-7.00,3.06,0.50,17.87,3.72,0.22,-0.00001559
33188,1,15.87,4.74,0.10,58.00,3.69,2.87,17.18,3.88,0.22,0.00000591
33599,1,3.51,5.03,-0.02,-26.19,-0.81,-0.62,3.19,4.40,0.05,-0.00000567
33640,1,4.88,5.05,0.03,-40.94,-2.00,-0.69,4.41,4.43,0.09,-0.00000808
33725,1,9.43,4.90,0.14,-60.75,-1.37,3.37,8.15,4.30,0.25,-0.00001446
33770,1,10.93,4.89,-0.07,-33.75,-1.56,5.50,10.31,4.08,0.09,-0.00001104
34093,1,4.72,5.06,-0.22,4.81,0.81,0.00,4.70,4.21,-0.15,0.00000145
34396,1,8.85,5.00,-0.34,-4.50,0.69,-0.56,8.74,4.36,-0.26,-0.00000347
34470,1,7.98,5.03,-0.42,18.62,-0.06,1.69,8.10,4.40,-00.41,0.00000257
34534,1,6.33,5.09,-0.61,20.75,-1.31,-0.19,6.47,4.47,-0.54,0.00000231
34646,1,8.53,4.98,-0.33,-57.75,-3.12,-1.44,7.41,4.20,-0.27,-0.00000969
34751,1,55.43,2.22,0.70,-334.62,-5.75,-4.00,52.13,1.66,0.79,-0.00007655
34796,1,66.25,1.81,0.16,-232.06,-10.19,0.44,63.93,1.23,0.32,-0.00006750
34879,1,66.24,2.76,-0.62,197.56,1.50,32.50,68.09,1.63,-0.44,0.00000713
34927,1,53.29,3.53,-0.16,411.00,24.81,-3.62,57.18,2.79,-0.31,06949
34963,1,34.58,3.97,0.56,511.50,18.25,8.13,39.45,3.16,0.58,0.00007701
34997,1,14.47,4.74,0.25,508.69,21.75,0.37,24.33,3.50,0.31,0.00009025
35109,1,-16.37,5.47,-0.29,64.25,-4.06,2.37,-15.82,4.88,-0.21,0.00002300
35258,1,-2.05,5.13,-0.20,-150.75,-5.37,9.25,-3.57,4.55,-0.04,-0.00002566
35337,1,9.36,4.74,0.37,-127.62,-14.50,-5.25,6.70,4.44,0.33,-0.00002879
35470,1,15.05,4.81,0.06,36.50,-22.25,-2.25,15.34,4.18,0.16,-0.00000117
35619,1,12.08,4.92,0.07,102.94,7.12,1.25,13.00,4.23,0.14,0.00001220
35653,1,5.34,5.02,0.30,157.25,17.12,-11.00,6.78,4.24,0.24.37,0.00002748
35688,1,1.10,5.18,0.36,135.62,-3.69,4.12,3.76,4.52,0.45,0.00002763
35721,1,-2.16,5.27,0.14,102.50,11.13,8.81,-1.22,4.53,0.30,0.00002060
35906,1,-3.86,5.37,-0.52,-48.69,7.37,4.37,-4.39,4.68,-0.40,-0.00000477
35955,1,-0.94,5.22,-0.70,-85.94,-1.50,2.50,-1.84,4.60,-0.61,-0.00001293
36021,1,5.44,5.17,-0.07,-64.37,3.19,-9.50,4.04,4.48,-0.21,-0.00001517
36132,1,7.00,5.13,-0.02,27.56,5.00,0.56,7.20,4.45,0.04,0.00000152
36165,1,5.68,5.09,-0.02,35.06,-3.56,0.25,6.23,4.49,0.04,0.00000524
36233,1,5.07,5.12,0.005,-1.81,3.25,0.94,5.00,4.49,0.12,-0.00000075
36355,1,3.81,5.19,0.03,20.81,4.00,0.19,3.94,4.51,0.10,0.00000286
36387,1,3.22,5.16,0.03,21.44,-3.25,0.94,3.36,4.56,0.11,0.00000270
36541,1,2.05,5.23,-0.06,-45.13,-2.94,-1.25,1.54,4.42,-0.00,-0.00000514
36599,1,4.08,5.21,-0.02,-53.63,1.06,-0.31,3.49,4.57,0.06,-0.00001120
36702,1,5.12,5.11,-0.51,8.56,0.88,7.37,5.26,4.47,-0.30,0.00000090
36741,1,5.16,5.21,-0.75,-8.31,2.37,9.06,5.01,4.55,-0.59,-0.00000171
36813,1,7.36,5.20,-0.94,-38.94,-0.56,0.13,6.91,4.36,-0.87,-0.00000950
36848,1,8.43,5.24,-0.83,-21.87,0.00,-5.00,8.14,4.62,-0.81,-0.00000758
37261,1,8.18,5.17,-0.33,-32.25,0.13,-4.69,7.79,4.54,-0.31,-0.00000736
37389,1,9.75,4.91,0.95,44.94,0.81,-2.87,10.59,4.26,0.96,0.00000430
37416,1,8.20,4.96,0.99,54.44,1.56,-0.56,8.65,4.10,1.05,0.00000749
37515,1,3.04,5.20,0.52,41.50,2.56,4.12,3.38,4.55,0.63,0.00000726
37611,1,0.65,5.27,0.26,17.94,0.62,-0.37,0.75,4.64,0.33,0.00000422
37642,1,0.51,5.27,0.30,-4.69,0.00,-1.50,0.40,4.64,0.36,0.00000015
37740,1,3.51,5.21,0.24,-25.62,-1.06,0.25,3.19,4.59,0.32,-0.00000643
37780,1,4.50,5.18,0.29,-26.94,-0.56,-2.19,4.17,4.55,0.35,-0.00000568
37873,1,6.73,5.11,0.52,-38.88,-2.06,-3.81,6.28,4.50,0.56,-0.00000864
37916,1,8.16,5.06,0.61,-36.25,1.06,-2.37,7.74,4.43,0.66,-0.00000881
37962,1,7.39,5.06,0.83,61.87,1.87,-2.50,7.92,4.21,0.87,0.00000825
37993,1,4.78,5.14,0.93,69.69,2.31,-1.94,5.38,4.49,0.98,0.00001112
38029,1,2.07,5.26,0.84,69.75,3.44,3.75,3.34,4.56,0.98,0.00001207
38100,1,-2.85,5.45,0.32,79.12,3.00,9.00,-1.40,4.76,0.55,0.00001405
38138,1,-5.66,5.50,-0.08,109.25,3.37,15.44,-4.66,4.85,0.15,0.00001853
38154,1,-8.47,5.56,-0.57,.00,9.44,48.13,-10.42,4.99,-0.91,0.00003769
38212,1,-25.05,5.47,-1.32,361.75,-0.94,-5.81,-21.63,4.62,-1.30,0.00006931
38455,1,-9.26,5.58,-0.18,-387.75,-16.00,-6.81,-13.09,5.09,-0.20,-0.00006783
38646,1,19.14,4.90,0.08,92.12,-2.44,2.81,19.96,4.06,0.18,0.00000810
38679,1,14.08,5.02,-0.04,148.19,1.31,1.25,15.45,4.17,0.05,0.00001878
38790,1,-1.88,5.40,0.68,103.37,5.87,7.56,-0.94,4.71,0.83,0.00002268
38903,1,-4.82,5.44,-0.20,-34.25,1.56,1.62,-5.22,4.80,-0.11,-0.00000297
39102,1,10.74,5.11,0.11,-44.50,-1.37,4.62,9.69,4.49,0.29,-0.00001523
39153,1,11.18,5.11,0.10,-1.00,0.37,-0.81,11.10,4.48,0.16,-0.00000576
39242,1,5.63,5.24,0.10,75.31,3.31,-0.44,6.29,4.58,0.17,0.00001202
39288,1,3.06,5.27,0.11,56.56,0.62,-0.06,3.53,4.63,0.18,0.00001087
39336,1,1.66,5.30,0.11,11.69,-0.75,0.56,1.71,4.68,0.18,0.00000307
39367,1,1.69,5.32,0.09,-3.12,0.81,0.50,1.52,4.68,0.15,-0.00000017
39490,1,3.72,5.24,0.14,-16.31,-1.12,1.00,3.49,4.62,0.22,-0.00000496
39594,1,4.58,5.22,0.36,-19.12,-0.81,-4.62,4.32,4.61,0.39,-0.00000383
39638,1,5.66,5.21,0.54,-30.75,-0.13,-4.12,5.28,4.58,0.57,-0.00000630
39703,1,6.67,5.17,0.58,-1.75,1.06,-2.06,6.58,4.52,0.64,-0.00000274
39749,1,6.24,5.17,0.56,19.75,1.25,0.75,6.36,4.52,0.63,0.00000090
39795,1,4.94,5.20,0.58,28.69,-0.44,0.31,5.18,4.57,0.66,0.00000334
39825,1,3.93,5.26,0.55,33.88,1.69,0.06,4.19,4.61,0.62,0.00000530
39940,1,3.63,5.25,0.73,-22.00,-0.62,0.31,3.34,4.63,0.80,-0.00000479
39984,1,4.46,5.21,0.76,-20.62,-1.00,-0.31,4.19,4.59,0.82,-0.00000515
40149,1,4.02,5.23,0.79,1.31,-1.00,-1.9.31,3.95,4.60,0.86,-0.00000085
40183,1,4.28,5.22,0.75,-9.06,-0.56,2.19,3.99,4.59,0.86,-0.00000184
40214,1,4.75,5.22,0.71,-16.00,0.19,2.44,4.52,4.59,0.80,-0.00000432
40275,1,5.29,5.19,0.65,-1.25,-0.37,1.69,5.21,4.34,0.75,-0.00000209
40315,1,5.14,5.22,0.68,7.31,0.44,-1.50,5.14,4.59,0.74,-0.00000050
40372,1,4.48,5.21,0.67,15.44,1.31,-1.37,4.55,4.57,0.73,0.00000159
40486,1,5.85,5.16,0.66,-40.94,1.00,6.00,5.39,4.51,0.79,-0.00000885
40520,1,6.97,5.19,0.37,-19.50,-1.87,7.12,6.72,4.57,0.51,-0.00000679
40560,1,7.34,5.19,0.24,-8.13,0.56,2.75,7.13,4.56,0.34,-0.00000396
40606,1,7.63,5.17,0.38,-5.12,0.81,-3.62,7.46,4.33,0.37,-0.0-0.00000304
40622,1,7.71,5.15,0.47,-2.25,-0.81,-4.94,7.61,4.53,0.49,-0.00000296
40670,1,7.48,5.17,0.67,11.81,1.44,-5.00,7.60,4.51,0.64,-0.00000131
40872,1,-9.63,6.05,-0.47,348.00,19.06,56.00,-6.27,5.31,0.17,0.00005586
40917,1,-27.08,5.43,-1.29,481.31,-17.75,-28.12,-22.53,4.821,-0.58,0.00009700
41015,1,-49.93,6.04,-1.15,-98.50,4.19,40.94,-50.92,5.69,-0.80,0.00000783
41091,1,-26.35,5.83,-0.57,-420.25,-13.88,-49.19,-30.54,5.10,-0.98,-0.00006633
41243,1,24.12,4.78,0.08,-123.81,-0.06,-22.56,22.84,4.24,-0.05,-0.00003667
41318,1,25.02,4.26,1.16,80.06,6.12,-6.00,25.73,3.60,1.15,-0.00000050
41364,1,20.49,4.46,1.09,142.62,6.56,11.88,23.03,3.66,1.28,0.00001339
41426,1,8.95,5.05,0.14,169.69,6.87,2.62,10.52,4.34,0.22,0.00002794
41466,1,2.67,5.20,0.42,148.50,3.37,-7.50,4.03,4.55,0.42,0.00002845
41528,1,1.38,5.25,0.46,173.75,0.75,12.06,-0.88,4.52,0.49,0.00001978
